cleve-un.csv;30,34,42,45,46,69,88,90,194,248,251,328,343,352,384,388,394,
appendicitis-un.csv;18,22,30,49,69,123,125,130,160,229,235,253,312,361,414,457,
australian-un.csv;2,3,4,6,8,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,28,30,31,32,33,34,35,36,39,42,43,44,45,47,50,51,52,55,57,59,61,62,65,67,68,71,73,74,75,78,80,82,83,84,85,86,87,88,90,91,92,93,95,96,98,99,100,101,102,104,106,107,108,109,110,111,114,115,118,120,121,122,124,126,127,130,131,132,138,139,142,143,144,146,147,148,149,155,156,158,162,163,166,167,168,169,170,171,172,174,175,176,178,179,181,182,183,185,186,187,188,190,192,193,194,199,203,204,206,207,208,210,211,218,221,222,224,225,226,227,228,233,234,238,240,244,245,247,249,250,252,253,254,261,263,264,268,271,273,275,279,283,284,285,286,290,294,298,302,303,304,306,308,309,314,316,317,320,322,327,328,331,332,334,336,338,340,342,349,350,356,357,359,360,361,363,365,370,373,375,376,381,385,389,391,392,394,398,405,406,408,413,415,416,418,420,421,422,423,426,427,428,434,436,438,441,442,445,458,464,465,478,479,483,485,488,515,516,524,529,535,540,560,567,575,622,
hungarian-un.csv;2,3,4,5,6,7,8,10,11,14,15,16,18,19,20,21,22,24,26,27,28,29,32,35,36,39,41,42,44,46,50,56,59,60,62,66,69,76,111,128,133,134,151,158,160,161,170,
house-votes-84-un.csv;1,2,3,4,5,10,11,12,13,14,16,
spect-un.csv;1,3,5,7,8,9,10,13,14,16,19,20,21,22,
promoters-un.csv;14,15,16,17,18,19,22,24,25,26,27,28,29,30,31,32,33,36,37,38,39,40,41,52,53,54,55,56,57,58,59,60,61,64,65,66,67,68,69,70,71,72,73,97,98,99,100,101,102,103,104,105,106,
car-un.csv;1,2,3,5,8,9,12,13,14,16,17,19,20,
cancer-un.csv;2,3,4,5,6,7,11,13,14,16,17,18,19,23,26,28,29,35,37,43,45,54,
backache-un.csv;184,206,213,441,452,457,460,465,473,474,
colic-un.csv;2,3,4,5,6,7,10,12,13,14,15,16,24,25,27,29,31,32,33,34,35,36,49,53,54,55,58,60,63,65,74,76,92,97,111,116,143,236,412,
corral-un.csv;1,2,3,4,
irish-un.csv;70,71,72,
meteo-un.csv;1,2,7,8,
mouse-un.csv;12,17,19,25,33,44,
hepatitis-un.csv;52,59,62,64,68,70,73,76,302,313,361,
new-thyroid-un.csv;2,8,11,13,15,16,21,22,25,26,28,29,30,32,34,35,36,38,41,45,47,48,49,52,54,55,57,58,62,63,64,66,69,70,71,73,77,85,90,95,96,98,100,105,108,109,110,115,116,117,120,123,127,132,133,135,141,143,145,162,167,
mux6-un.csv;1,2,3,4,5,6,
heart-statlog-un.csv;4,21,42,45,57,61,63,65,68,83,238,239,332,343,373,375,379,
haberman-un.csv;2,6,7,12,13,20,21,23,24,32,33,34,35,36,37,39,40,42,43,44,46,47,48,49,50,51,53,55,56,57,58,59,61,62,63,69,70,72,76,83,86,
shuttleM-un.csv;1,53,54,72,85,87,92,99,109,115,131,133,134,149,151,162,163,484,656,657,691,
