cleve-un.csv;249,134,309,143,352,43,180,79,89,386,26,60,387,31,297,380,10,22,2,307,34,65,171,130,136,313,42,62,255,71,260,59,366,369,9,322,47,280,162,364,379,337,53,175,395,117,174,355,256,
appendicitis-un.csv;164,238,272,493,416,327,17,27,188,206,328,100,414,279,321,88,213,31,249,315,78,16,454,391,71,217,139,91,190,452,147,345,133,469,395,362,501,444,128,157,354,231,434,134,185,256,97,5,174,484,488,81,399,290,437,222,65,368,187,18,236,202,
australian-un.csv;427,323,885,884,566,615,1036,50,656,595,341,569,69,717,542,814,513,158,694,205,586,416,750,722,882,1061,111,492,1071,868,647,399,657,833,425,108,1147,622,285,421,378,262,418,349,1058,688,1116,639,603,253,830,1053,1096,741,574,563,274,472,723,528,824,581,1015,964,584,340,1120,146,18,671,345,1104,914,690,626,897,578,934,417,301,557,369,22,1114,932,844,1050,1105,1143,342,429,591,659,625,921,46,739,272,290,486,623,630,241,62,248,11,554,809,231,54,1124,183,560,298,391,177,876,535,861,792,597,817,343,467,228,743,240,589,713,135,406,576,587,344,276,284,400,757,547,638,978,88,729,629,325,461,
hungarian-un.csv;69,43,8,200,212,168,278,2,39,25,218,231,20,257,115,116,328,194,291,62,42,4,24,58,292,319,21,97,270,317,64,255,36,316,130,238,330,237,174,290,236,32,37,
house-votes-84-un.csv;13,5,12,2,4,10,14,1,11,3,15,7,
spect-un.csv;9,16,8,3,13,20,21,22,1,19,11,10,18,7,14,
promoters-un.csv;212,119,147,301,209,291,328,64,258,152,142,252,124,148,139,
car-un.csv;10,19,20,1,12,4,14,5,15,18,8,11,17,2,
cancer-un.csv;55,51,33,74,61,71,58,39,17,57,26,10,25,52,18,76,11,79,6,5,16,68,59,47,12,
backache-un.csv;216,228,452,214,190,415,22,191,209,255,211,96,261,248,298,181,152,189,238,294,262,232,219,386,109,282,108,321,462,241,441,382,15,218,420,31,
colic-un.csv;412,3,162,92,307,58,344,64,336,49,91,173,9,156,249,235,14,186,234,225,141,164,224,93,216,108,381,369,269,268,168,318,24,166,177,286,343,
corral-un.csv;2,3,1,4,
irish-un.csv;23,80,59,5,76,8,51,25,78,84,75,70,72,66,58,21,98,11,89,61,27,1,48,93,94,10,63,22,91,99,79,35,69,
meteo-un.csv;8,2,1,5,4,
mouse-un.csv;42,27,36,26,4,37,2,20,39,33,41,14,35,43,25,
hepatitis-un.csv;342,109,56,65,234,92,29,314,256,27,142,2,114,259,174,121,75,335,67,70,103,14,312,206,45,269,318,48,168,79,345,
new-thyroid-un.csv;261,42,39,259,246,209,71,126,230,315,299,311,216,298,269,105,158,217,100,226,10,247,134,49,18,295,292,124,248,4,32,121,277,176,191,274,237,174,117,180,240,281,163,99,67,129,135,210,260,314,306,301,273,127,92,96,102,331,206,77,28,250,88,140,44,188,
mux6-un.csv;1,2,3,6,5,4,
heart-statlog-un.csv;283,36,133,16,21,27,333,278,197,94,344,69,332,23,4,49,324,46,175,380,39,335,274,284,248,12,372,239,35,192,146,28,298,355,307,34,244,105,137,347,109,55,286,3,212,231,51,268,80,149,
haberman-un.csv;63,41,1,55,35,25,54,36,71,52,8,39,34,48,51,30,3,44,76,2,27,11,91,32,50,33,56,12,15,31,10,6,46,59,57,49,81,80,47,37,60,14,45,16,26,20,69,73,23,42,85,21,17,
