cleve-un.csv;395,388,46,251,386,45,343,42,34,352,88,90,30,62,69,49,58,194,63,
appendicitis-un.csv;224,227,235,233,229,130,77,100,76,279,112,84,414,4,91,69,30,44,
australian-un.csv;724,1096,749,588,725,1,569,583,885,582,752,570,579,581,591,848,685,516,629,733,834,323,28,249,348,552,571,718,14,80,106,111,137,
hungarian-un.csv;43,322,39,234,72,62,69,42,300,309,50,59,278,3,329,40,36,14,230,116,22,174,8,46,
house-votes-84-un.csv;5,4,12,13,1,11,2,10,16,3,14,
spect-un.csv;13,1,22,9,7,20,19,16,21,10,14,8,3,5,
promoters-un.csv;165,174,169,192,176,132,
car-un.csv;20,13,14,19,18,4,8,1,5,12,16,9,2,
cancer-un.csv;55,45,75,56,65,89,35,16,70,47,5,15,26,7,61,
backache-un.csv;473,442,460,457,183,222,474,181,237,186,192,
colic-un.csv;1,414,186,364,171,218,165,159,164,181,111,145,269,10,49,146,15,
corral-un.csv;6,3,4,1,2,
irish-un.csv;70,72,71,
meteo-un.csv;7,1,8,2,
mouse-un.csv;2,17,19,25,44,8,12,
hepatitis-un.csv;73,59,68,361,64,77,51,61,70,302,79,
new-thyroid-un.csv;166,234,208,209,203,207,204,205,210,243,216,239,159,157,167,215,177,179,156,226,224,158,180,181,15,258,162,313,260,13,261,3,44,50,25,70,23,
mux6-un.csv;3,1,2,4,5,6,
heart-statlog-un.csv;380,45,375,240,373,42,332,46,34,85,341,30,63,61,4,57,65,3,9,55,
haberman-un.csv;63,62,51,57,50,55,56,58,54,69,59,72,52,76,37,34,48,43,47,2,23,41,12,8,20,35,49,13,36,33,21,45,1,46,30,25,3,90,6,11,32,70,15,17,60,
