0,0,0,15180,48,-72,-72,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14720,33,-70,-79,0,1,0,1,0,0,0,0,0,2000,2000,0
0,0,0,8050,30,-81,-78,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,28820,171,-23,40,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,0,12640,57,-63,-52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,63760,195,-73,-65,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,207930,614,-6,18,0,2,2,0,0,0,0,0,0,1000,700,0
0,0,0,48990,194,-27,-3,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,0,100190,303,54,52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,247620,675,4,25,0,1,1,0,0,0,0,0,0,500,500,0
0,0,0,41950,135,-39,-36,0,1,0,1,0,0,0,0,0,5000,5000,0
0,0,0,53250,140,-19,-31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,166180,448,-30,-19,0,1,1,0,0,0,0,0,0,400,400,0
0,0,0,64540,215,0,9,0,1,0,1,0,0,0,0,0,6000,6000,0
0,0,0,75670,207,18,4,0,1,1,0,0,0,0,0,0,600,600,0
0,1,1,225040,575,-3,5,0,2,0,2,0,0,0,0,0,7000,6000,0
0,1,0,31290,117,-52,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,22890,81,-63,-58,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,13170,59,-77,-67,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,8900,38,-83,-77,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13250,32,-71,-79,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11710,70,-72,-47,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,0,10640,62,-68,-43,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45630,155,49,52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,424650,1069,1,7,0,2,0,2,0,0,0,0,0,6000,4000,0
0,0,0,38820,213,-82,-57,0,1,0,1,0,0,0,0,0,4000,4000,0
