281,23,5,18,20,0,0,23,20,1,0,0,2,95,1,0,13,0,0,3,3,8,0,0,3,1,7,0,1,17,3,2,2,0,0,1,2,1,0,7,11,0,0,24,17,0,2,0,0,0,4,1,17,1,0,2,1,1,10,objective
1320,62,32,32,135,1,7,174,89,2,5,0,3,280,4,0,135,1,0,16,15,39,0,1,8,6,26,0,2,104,28,55,15,12,9,10,1,5,0,25,16,0,0,64,51,0,0,0,0,0,23,8,104,2,12,15,1,1,20,objective
328,13,8,12,31,0,3,32,16,0,1,0,4,83,4,0,20,0,0,5,4,15,0,0,3,2,9,0,1,14,9,6,5,10,1,1,0,1,0,8,5,0,0,23,10,0,0,0,0,1,5,1,14,1,10,5,1,1,13,objective
694,44,19,9,60,0,12,79,49,2,2,0,7,144,7,0,29,0,4,24,16,48,0,0,1,3,13,0,1,14,13,21,6,30,7,2,1,3,0,12,7,0,0,32,40,0,0,0,2,0,16,4,14,1,30,6,1,1,24,objective
853,51,16,31,73,0,3,97,60,1,5,0,4,179,1,0,87,2,0,17,5,36,2,0,2,7,21,0,4,22,21,17,22,15,4,1,0,3,0,25,13,1,1,36,56,1,1,0,2,1,16,8,22,4,15,22,1,1,21,objective
820,46,26,26,70,0,8,94,53,0,3,0,7,177,2,0,49,1,0,46,9,39,2,0,6,0,17,0,5,20,12,16,25,39,2,7,0,2,0,29,0,0,0,37,35,0,0,0,13,3,26,5,20,5,39,25,1,1,21,objective
647,44,9,27,62,0,15,74,39,3,0,0,7,148,0,0,27,0,0,21,14,25,2,0,4,5,12,0,4,49,18,15,4,1,3,0,0,3,0,13,8,1,0,37,18,0,1,0,3,1,20,5,49,4,1,4,1,1,16,objective
800,47,11,40,84,0,10,86,70,2,0,0,5,163,1,0,25,0,0,37,18,32,0,0,3,8,18,0,5,57,14,7,6,8,2,6,0,3,0,29,12,0,0,44,31,0,0,0,2,3,31,2,57,5,8,6,1,1,16,objective
212,10,1,3,16,0,2,24,14,0,2,0,1,58,1,0,19,0,0,2,4,7,1,0,0,0,2,0,0,9,6,10,3,8,1,0,0,1,0,6,0,0,0,12,10,0,0,0,0,0,6,3,9,0,8,3,1,1,15,objective
702,38,13,3,87,1,9,72,70,4,2,0,10,130,1,0,70,0,1,7,13,28,1,0,0,0,29,0,9,4,12,13,19,13,0,0,0,3,0,21,0,1,0,33,13,2,8,0,0,0,11,7,4,9,13,19,1,1,19,objective
