93,36,63,139,57,8,132,50,18,136,158,260,121,67,3,27,193,201,van
89,36,68,149,60,8,133,50,18,134,153,265,119,62,6,18,201,209,van
85,45,70,130,58,8,151,45,19,146,171,334,187,79,2,5,181,186,bus
86,45,73,152,63,6,149,44,19,145,170,335,176,71,6,1,189,196,bus
93,45,83,142,56,10,157,43,20,155,180,364,188,75,1,21,184,197,van
82,41,70,155,64,7,148,45,19,138,172,328,152,72,5,17,187,195,bus
90,42,63,126,55,7,152,45,19,142,173,336,173,81,0,15,180,184,bus
93,40,62,117,49,7,131,52,18,145,160,249,156,78,8,6,184,184,van
91,41,66,131,56,9,126,53,18,144,159,237,155,72,3,10,191,194,van
89,37,51,111,54,5,120,56,17,127,138,213,147,82,7,4,181,183,van
102,51,92,194,60,6,220,30,25,162,247,731,209,80,7,7,188,186,bus
113,57,109,194,56,6,260,26,28,175,288,982,261,85,11,21,182,183,bus
87,43,65,127,56,8,149,46,19,143,169,322,171,85,6,3,180,182,bus
82,44,63,123,54,7,151,45,19,147,166,329,185,81,3,4,179,182,bus
93,43,88,170,66,9,150,45,19,147,164,334,143,65,2,17,196,206,van
98,44,78,160,63,8,142,47,18,148,160,300,171,63,19,2,201,207,van
86,42,65,125,54,7,150,45,19,140,171,327,172,85,2,8,180,182,bus
107,57,102,184,55,7,234,28,26,171,243,822,229,77,7,11,187,187,bus
89,44,76,125,54,10,156,44,20,151,163,352,176,76,12,12,184,193,van
99,51,88,188,62,5,203,32,23,158,222,625,219,77,8,26,191,190,bus
97,45,91,161,63,10,151,45,19,148,166,334,171,65,18,20,197,205,van
87,41,73,158,64,7,151,44,19,138,175,341,152,73,3,8,190,194,bus
89,40,72,155,63,7,146,45,19,135,175,321,145,72,4,10,192,196,bus
101,54,106,188,57,7,236,28,26,164,256,833,253,81,6,14,185,185,bus
95,44,84,158,62,10,145,46,19,148,163,312,166,64,10,6,199,206,van
91,46,78,148,61,9,147,45,19,152,168,323,199,70,13,11,189,200,van
81,47,69,146,64,6,151,44,19,147,171,340,195,75,5,0,183,188,bus
91,45,76,171,69,7,150,44,19,144,170,340,179,69,12,1,195,201,bus
89,47,85,147,58,10,153,44,19,151,175,349,186,74,13,7,186,197,van
90,47,85,149,60,10,155,43,19,155,179,355,186,75,1,5,185,196,van
82,37,59,134,63,7,135,51,18,128,151,264,143,82,11,24,179,185,saab
84,45,68,148,64,6,146,46,19,142,168,317,180,75,5,1,183,187,bus
96,41,77,177,64,5,177,36,21,134,205,485,148,74,0,4,196,198,bus
97,45,72,187,71,5,161,40,20,144,178,399,186,70,7,7,196,203,bus
97,47,87,164,64,9,156,43,20,149,173,359,182,68,1,13,192,202,van
96,47,77,204,72,6,167,38,20,150,188,429,182,69,6,16,199,203,bus
87,36,53,117,58,4,118,57,17,125,138,205,138,85,9,15,180,183,van
109,52,95,189,58,4,227,29,25,158,262,776,217,82,0,19,187,186,bus
104,51,108,193,59,11,217,31,24,163,232,694,203,72,15,22,190,201,saab
87,37,60,132,57,6,128,52,18,129,154,243,132,71,1,14,186,192,saab
82,36,54,117,53,7,125,54,18,126,146,229,128,78,1,5,180,184,saab
80,39,60,122,56,6,139,49,18,131,151,281,142,80,0,5,179,186,opel
106,54,100,227,67,4,250,27,27,162,280,923,262,88,5,11,182,182,bus
81,46,71,141,61,7,153,44,19,148,177,347,190,80,1,14,182,187,bus
100,51,109,224,67,9,217,30,24,162,238,704,206,72,6,18,189,199,opel
88,44,71,145,56,8,142,48,19,143,159,296,174,68,7,18,188,197,opel
94,49,87,159,64,10,157,43,20,158,179,363,203,75,4,0,183,194,van
99,43,89,195,63,8,186,35,22,144,210,521,166,68,6,13,191,199,saab
90,47,85,145,58,9,152,44,19,155,175,345,184,73,4,2,186,197,van
94,47,85,333,138,49,155,43,19,155,320,354,187,135,12,9,188,196,van
100,57,107,207,63,11,227,30,25,180,234,756,205,72,6,19,186,198,opel
86,42,65,113,50,8,152,45,19,141,169,332,171,85,4,16,179,183,bus
91,38,70,160,66,25,140,47,18,139,162,296,130,67,4,11,192,202,van
93,44,90,166,65,10,153,44,19,156,170,348,143,66,9,17,194,203,van
86,47,75,165,68,6,154,43,19,146,176,356,190,74,7,3,188,194,bus
90,49,83,187,63,7,176,37,21,154,205,467,222,70,1,2,189,195,saab
97,37,76,169,60,8,161,41,20,131,189,391,136,72,0,0,188,192,opel
108,57,106,177,51,5,256,26,28,170,285,966,261,87,11,2,182,181,bus
89,41,75,162,66,5,153,43,19,136,175,352,154,72,2,0,188,195,bus
