1,0,40,31,5,3,0,6,1,0,0,0,3,1,12,0,0,33,49,0,44,3,0
1,0,18,28,1,3,3,4,1,1,3,0,1,3,24,2,5,20,30,2,27,3,0
2,0,16,28,14,3,3,4,1,1,4,2,3,2,24,4,4,24,17,2,41,3,0
1,0,25,31,7,4,0,4,1,1,2,2,1,3,24,4,4,9,64,0,44,3,0
2,0,40,54,40,2,4,6,3,2,3,1,2,0,24,1,1,24,17,0,44,1,1
2,0,13,52,6,3,4,3,0,4,1,4,3,1,9,0,2,47,75,3,44,3,1
2,0,3,53,18,2,4,5,1,5,3,4,0,2,24,1,2,25,31,3,24,1,1
2,0,11,23,40,0,4,4,1,3,3,4,2,3,24,2,1,12,84,3,11,3,1
2,1,19,0,34,2,3,1,1,4,1,2,0,2,24,4,0,12,15,0,44,3,1
2,0,18,54,11,2,4,3,0,2,0,3,1,3,24,0,0,46,55,0,44,1,1
2,0,16,35,34,3,4,1,0,3,3,1,0,0,12,1,0,18,7,2,44,3,1
1,0,18,32,15,4,4,6,3,4,2,4,3,0,24,0,2,23,29,0,44,3,0
2,0,40,49,20,2,4,5,0,2,1,1,2,2,24,1,1,28,54,3,5,1,1
1,0,40,23,5,0,0,0,1,0,0,0,0,2,24,0,0,28,47,2,26,2,1
1,0,28,36,20,3,3,2,1,4,3,4,3,3,24,2,3,20,52,2,14,3,0
1,0,21,24,0,3,3,4,1,1,2,2,0,2,24,0,0,15,38,0,44,3,0
1,0,18,31,5,0,0,0,2,3,0,0,0,1,0,4,4,31,80,0,44,3,1
1,0,38,5,19,2,4,4,0,3,3,1,3,3,19,4,1,35,67,3,30,1,1
1,0,26,30,7,2,3,4,1,1,2,2,3,3,24,2,4,20,29,0,44,3,0
1,0,40,54,40,2,4,4,1,2,3,1,1,3,24,1,1,15,32,0,44,1,1
1,0,13,28,15,1,3,6,1,0,4,2,1,3,24,4,4,26,72,0,44,3,0
2,0,11,28,7,0,3,1,1,4,3,1,3,3,24,2,1,19,46,0,44,3,1
1,0,40,47,19,0,0,6,1,0,3,2,3,3,24,2,5,22,71,0,44,3,1
2,0,19,49,16,2,4,5,1,3,3,1,0,1,0,1,1,33,37,0,44,2,0
1,0,15,25,20,4,3,6,1,1,3,4,1,3,24,4,1,19,37,0,44,3,0
