64,3,0,0,0,0,0,0,1,3,0,0,1,0,2,3,3,2,3,1,0,2,1,1,3,2,3,1,1,1,2,1,3,3,0,3,0,0,2,0,3,1,0,3,0,1,2,1,1,2,3,3,0,3,0,1,2,3,0
101,0,3,2,1,0,0,3,3,3,3,3,3,0,2,3,3,2,1,0,3,2,0,0,1,3,1,2,1,0,3,2,3,1,3,1,1,0,3,0,2,0,0,3,2,1,2,1,2,1,3,0,1,3,3,2,0,3,0
95,1,1,3,3,2,0,0,0,0,0,2,0,2,2,3,3,2,0,1,2,1,3,2,1,0,0,2,2,1,3,1,3,0,3,0,1,2,1,0,3,0,0,3,2,1,2,1,1,1,1,2,1,0,0,1,2,1,0
94,3,1,2,3,3,2,3,0,3,0,3,3,3,1,3,3,2,0,1,0,1,1,3,3,3,3,1,2,2,1,0,3,1,2,1,1,1,3,0,0,0,0,3,3,1,2,2,1,2,3,1,1,3,1,0,3,0,0
92,1,1,2,3,3,3,0,3,3,3,3,3,3,1,3,0,1,1,1,0,3,0,3,1,1,3,3,2,0,0,2,1,2,2,3,2,3,3,0,3,0,0,3,2,1,1,2,1,2,1,1,1,3,1,2,0,3,0
81,3,3,1,2,1,0,3,0,3,3,3,3,3,1,3,3,2,1,0,0,0,2,3,3,2,2,2,3,3,2,0,2,1,3,2,2,1,3,0,2,0,3,3,0,2,1,1,0,2,1,1,0,0,3,1,3,3,0
80,3,2,3,0,0,0,1,3,0,0,3,2,1,1,3,3,3,0,1,2,3,2,2,2,1,2,2,3,2,0,3,3,3,3,2,3,1,3,0,1,0,0,3,1,3,3,0,1,1,1,1,1,0,1,2,3,0,0
78,2,0,3,1,2,1,0,1,2,0,3,1,3,2,3,0,3,0,1,3,3,0,3,3,3,2,0,2,3,0,0,0,3,3,0,0,1,1,1,0,1,2,0,3,1,1,1,0,2,1,1,0,3,3,1,3,3,0
53,0,0,1,2,1,0,3,0,1,2,2,3,0,3,3,3,3,0,1,1,3,3,1,1,1,0,2,3,1,0,0,2,0,0,0,0,1,3,3,0,3,1,3,3,0,3,3,1,1,1,0,1,3,3,3,3,1,0
55,3,3,0,2,1,2,2,0,3,1,1,3,0,1,1,3,2,0,1,2,1,3,3,3,3,3,0,3,1,2,1,0,0,1,3,1,3,1,3,0,1,3,2,3,3,3,1,3,1,1,0,3,0,1,1,1,2,0
0,3,1,3,1,2,3,2,2,0,3,2,2,0,1,2,3,3,1,0,0,1,0,3,3,2,0,2,2,0,0,2,2,1,0,3,0,0,1,2,1,3,0,1,3,0,1,1,3,2,0,3,2,3,3,3,0,1,1
17,3,0,3,3,2,2,1,3,3,2,1,3,1,0,0,2,1,0,3,2,0,0,1,3,1,0,0,2,2,1,3,2,0,3,0,1,2,2,1,2,0,2,0,1,3,3,2,1,2,0,2,1,1,3,3,2,3,1
11,3,0,2,0,2,2,2,3,2,3,0,1,3,1,1,0,0,2,0,0,2,0,2,2,0,0,2,0,3,2,0,2,2,1,3,0,2,0,1,2,3,1,3,1,3,2,1,0,3,2,2,0,2,3,0,3,2,1
45,1,0,2,1,2,2,1,0,2,1,0,1,2,3,3,3,1,1,0,1,2,1,2,2,3,2,0,2,0,2,1,1,3,1,0,2,2,0,3,3,1,0,3,2,3,1,2,0,3,2,3,1,3,3,1,1,2,1
18,3,3,0,1,2,3,3,2,2,1,2,0,1,1,2,1,3,0,2,2,0,1,3,3,3,1,3,3,2,3,3,2,0,3,3,3,3,1,1,0,3,2,1,2,2,3,2,3,3,3,3,2,1,2,1,0,0,1
49,0,1,2,1,3,0,0,1,2,1,0,2,0,3,2,1,0,2,1,2,0,0,1,2,1,3,1,2,2,1,2,3,0,3,3,1,3,1,0,0,1,0,0,2,0,3,3,0,0,1,1,2,0,1,0,2,0,1
21,2,2,3,2,3,3,3,3,2,1,2,1,0,0,3,2,3,3,0,0,3,1,2,1,3,3,3,2,3,0,1,0,1,1,3,1,0,2,2,1,0,3,2,3,0,0,0,1,2,3,1,3,3,1,2,3,0,1
30,0,0,1,1,0,3,3,1,1,2,2,3,3,2,0,1,3,1,0,0,3,2,0,2,1,0,3,1,3,1,2,0,3,2,1,0,2,1,2,3,0,1,3,1,1,3,0,1,0,3,2,0,0,3,0,2,0,1
13,0,2,0,1,2,3,1,3,1,3,2,1,0,3,2,2,0,2,3,0,3,2,0,2,0,3,2,2,0,1,3,0,1,2,2,3,2,2,2,3,0,1,0,0,3,0,3,2,1,3,2,2,0,3,2,2,0,1
20,3,2,3,3,2,0,3,3,3,3,1,1,0,3,2,1,2,2,3,2,3,3,3,3,2,1,2,1,0,0,3,2,3,3,0,0,3,1,2,1,3,3,3,2,3,0,1,0,1,1,3,1,0,2,2,1,0,1
27,3,2,1,0,1,2,2,2,3,3,2,1,2,0,3,0,2,1,1,3,1,0,2,1,2,3,0,3,3,1,0,2,2,3,2,1,2,0,2,3,3,1,2,0,3,0,2,3,1,3,1,0,2,0,2,3,1,1
