49,3,77,0,46,-5,28,30,2,0
41,0,76,0,42,18,35,34,0,0
37,0,106,0,34,-10,68,72,4,0
49,1,88,0,46,-3,40,42,2,0
45,0,77,0,46,5,32,31,0,0
54,0,103,1,54,0,49,49,0,0
37,0,78,0,18,-3,41,60,18,0
44,0,77,5,44,4,34,34,0,0
37,-1,105,1,18,0,68,87,18,0
44,0,90,-6,44,0,46,46,0,0
46,4,86,0,44,-8,40,42,2,0
50,2,102,0,50,0,52,53,0,0
37,0,81,0,-2,10,44,84,40,0
46,0,88,-5,46,0,43,42,0,0
41,0,86,0,38,-9,46,48,2,0
37,-2,97,0,36,0,61,61,0,0
37,0,90,0,38,25,52,51,0,0
40,-4,82,0,38,-1,42,43,2,0
43,0,83,0,42,-4,40,42,2,0
76,0,81,0,-42,-3,5,125,120,1
56,0,81,0,-18,16,25,99,74,1
46,-1,100,2,46,0,54,54,0,0
41,4,88,0,42,12,47,47,0,0
37,0,83,0,34,-3,46,49,2,0
55,0,82,0,-38,3,26,121,94,1
48,-1,81,1,46,0,33,34,2,0
48,0,88,-6,50,25,40,39,0,0
56,2,98,0,44,0,42,54,12,1
53,-2,86,0,52,-30,33,35,2,0
48,-1,83,-5,46,-8,35,37,2,0
46,3,83,0,44,-24,37,39,2,0
56,3,98,0,46,24,42,51,10,1
45,-4,88,0,44,0,43,44,0,0
46,3,82,-5,46,-8,36,35,0,0
46,0,88,3,46,0,42,42,0,0
45,2,87,0,44,-2,42,43,2,0
50,-5,83,0,50,0,34,34,0,0
37,-2,102,0,38,28,64,63,0,0
46,0,77,-3,46,1,31,30,0,0
37,0,82,0,12,7,45,69,24,0
37,0,77,0,34,-9,40,43,4,0
37,0,76,-2,38,24,39,37,0,0
53,0,88,0,52,-11,35,37,2,0
55,-2,77,0,-24,0,21,103,82,1
55,0,92,-2,10,0,37,82,46,1
51,0,77,0,52,10,26,26,0,0
37,0,83,0,-4,-6,46,88,42,0
55,0,92,0,-2,-4,36,94,58,1
102,-1,103,-2,72,22,1,31,30,1
55,0,87,0,54,0,32,33,2,0
55,0,93,0,46,-27,37,46,8,1
49,0,77,-1,50,6,28,28,0,0
37,0,76,0,28,23,40,48,8,0
49,-3,83,-1,50,11,34,33,0,0
55,0,77,0,6,-13,22,72,50,1
56,0,78,0,0,0,22,78,56,1
37,0,75,0,34,-5,38,41,2,0
55,0,77,0,10,-2,21,66,46,1
50,3,84,0,50,0,34,35,0,0
47,0,86,0,46,-1,39,39,0,0
45,0,88,-1,46,16,42,41,0,0
37,0,83,0,8,11,46,75,30,0
43,-3,106,0,42,0,63,64,2,0
37,0,106,-2,28,-19,69,78,8,0
104,-1,105,0,72,9,1,33,32,1
42,-5,88,0,42,0,46,47,2,0
52,1,83,0,52,0,31,32,0,0
37,0,79,0,18,4,43,61,18,0
49,-2,89,0,50,9,40,40,0,0
45,2,102,0,46,30,57,56,0,0
56,0,81,0,-14,31,25,97,72,1
43,0,84,-2,42,-5,41,43,2,0
56,0,97,0,46,-8,40,50,10,1
37,-5,76,0,20,0,39,55,16,0
45,1,79,0,44,-14,33,35,2,0
56,0,95,1,52,0,40,44,4,1
43,0,77,5,42,0,35,36,2,0
37,0,75,0,28,24,38,46,8,0
43,0,75,0,42,-3,32,34,2,0
47,0,84,2,46,0,37,38,0,0
42,0,79,-1,42,0,37,38,2,0
37,-1063,106,-1,34,-2,69,72,4,1
54,5,83,-4,54,0,29,29,0,0
45,2,86,-7,44,0,40,42,2,0
56,0,92,0,0,31,36,92,56,1
42,2,79,3,42,0,37,38,0,0
37,0,97,-7,30,0,60,66,6,0
44,0,76,-1,44,7,32,32,0,0
40,5,76,0,38,0,35,37,2,0
44,2,83,0,42,-18,39,41,2,0
45,0,76,5,44,0,31,32,2,0
38,0,80,0,36,-24,42,44,2,0
37,0,104,0,20,2,67,84,16,0
41,0,79,4,38,-9,38,40,2,0
37,0,81,0,36,-8,43,44,2,0
40,4,75,0,38,0,35,36,2,0
37,0,81,0,36,-27,43,44,2,0
43,-1,87,0,42,-7,44,46,2,0
51,5,81,0,52,12,29,29,0,0
71,-4,75,-2,-42,-16,4,119,114,1
55,0,77,-6,-28,9,21,105,84,1
37,0,82,-4,34,0,45,48,2,0
52,3,79,-2,52,0,27,28,0,0
