Male,69,Other,0,1,0,0,0,1,1,F,0,O,0,0,O,Low-Low
Male,31,Caucasian,0,5,0,0,0,0,0,O,-1,O,0,0,O,Low-Medium
Male,34,African-American,0,3,0,0,0,10,1,F,1,F,0,1,(F3),Low-Low
Male,24,African-American,0,4,0,1,4,1,1,F,1,M,0,0,O,Low-Low
Male,23,African-American,0,8,1,0,1,0,1,F,0,O,0,0,O,Medium-High
Male,43,Other,0,1,0,0,2,0,76,F,0,O,0,0,O,Low-Low
Male,44,Other,0,1,0,0,0,1,0,M,0,O,0,0,O,Low-Low
Male,41,Caucasian,0,6,0,0,14,6,1,F,1,F,18,0,O,Low-Medium
Male,43,Other,0,4,0,0,3,1,1,F,0,O,0,0,O,Low-Low
Female,39,Caucasian,0,1,0,0,0,3,1,M,0,O,0,0,O,Low-Low
Male,20,Caucasian,0,10,0,1,0,33,1,F,0,O,0,0,O,High-High
Female,26,Caucasian,0,5,0,0,0,1,1,F,0,O,0,0,O,Low-Medium
Male,21,Caucasian,0,3,0,0,1,1,308,F,1,M,1,1,(F2),Medium-Low
Male,27,Caucasian,0,4,0,0,0,1,1,F,0,O,0,0,O,Low-Low
Male,23,African-American,0,6,0,0,3,4,0,M,1,M,0,0,O,Low-Medium
Female,37,Caucasian,0,1,0,0,0,1,0,M,0,O,0,0,O,Low-Low
Male,22,Caucasian,0,3,0,0,0,0,0,M,0,O,0,0,O,Medium-Low
Male,41,African-American,0,4,0,0,0,1,1,F,0,O,0,0,O,Low-Low
Female,47,Caucasian,0,1,0,0,1,14,490,F,1,F,169,0,O,Low-Low
Male,31,African-American,0,3,0,0,7,3,71,F,1,M,3,0,O,Low-Low
Male,37,Hispanic,0,1,0,0,0,0,0,M,0,O,0,0,O,Low-Low
Male,25,African-American,0,10,0,0,3,1,1,F,0,O,0,0,O,High-High
Male,31,Caucasian,0,5,0,0,6,1,1,F,1,F,0,1,(F1),Low-Medium
Male,31,Caucasian,0,3,0,0,5,1,1,F,1,F,34,0,O,Low-Low
Male,64,African-American,0,6,0,0,13,1,1,F,1,F,1,0,O,Low-Medium
Male,21,African-American,0,9,0,0,1,3,1,F,1,M,1,0,O,High-High
Male,27,Caucasian,0,2,0,0,0,0,0,M,1,M,0,0,O,Low-Low
Female,21,Caucasian,0,4,0,0,0,1,2,F,0,O,0,0,O,Medium-Low
Male,24,African-American,0,-1,0,0,2,1,0,F,1,M,0,0,O,Medium-N/A
Male,24,Hispanic,0,4,0,0,1,1,1,F,1,M,0,0,O,Medium-Low
Male,42,Caucasian,0,3,0,0,1,105,133,F,0,O,0,0,O,Low-Low
Male,43,Caucasian,0,1,0,0,1,1,1,M,0,O,0,0,O,Low-Low
Male,32,Other,0,3,0,0,0,2,1,M,0,O,0,0,O,Low-Low
Female,54,African-American,0,9,0,0,0,111,1,F,0,O,0,0,O,Medium-High
Male,44,African-American,0,6,0,0,8,0,4296,M,0,O,0,0,O,Low-Medium
Female,49,Caucasian,0,1,0,0,0,0,0,O,-1,O,0,0,O,Low-Low
Male,27,African-American,0,3,0,0,8,17,1,F,1,M,0,1,(F3),Low-Low
Female,36,Caucasian,0,3,0,0,3,1,95,F,0,O,0,0,O,Low-Low
Male,26,African-American,0,7,0,1,5,1,1,F,1,M,27,0,O,Medium-Medium
Male,33,African-American,0,10,0,0,0,38,1,F,1,F,0,1,(M1),Medium-High
Male,30,Caucasian,0,9,0,0,9,44,0,F,1,F,1,0,O,High-High
