1,21.58,0.79,1,13,4,0.665,0,0,0.0,0,2,160.0,1.0,0
0,33.25,2.5,1,8,4,2.5,0,0,0.0,1,2,0.0,3.0,0
1,17.67,4.46,2,8,4,0.25,0,0,0.0,0,1,80.0,1.0,0
1,29.42,1.25,2,9,4,1.75,0,0,0.0,0,2,200.0,1.0,0
0,51.92,6.5,2,3,5,3.085,0,0,0.0,1,2,73.0,1.0,0
0,48.17,1.335,2,3,7,0.335,0,0,0.0,0,2,0.0,121.0,0
1,22.08,11.46,2,4,4,1.585,0,0,0.0,1,2,100.0,1213.0,0
1,34.0,5.5,1,8,4,1.5,0,0,0.0,1,2,60.0,1.0,0
0,28.58,1.665,2,11,4,2.415,1,0,0.0,1,2,440.0,1.0,0
1,24.42,2.0,2,10,2,0.165,0,1,2.0,0,2,320.0,1301.0,0
1,25.67,2.21,1,6,4,4.0,1,0,0.0,0,2,188.0,1.0,0
1,20.0,0.0,2,2,4,0.5,0,0,0.0,0,2,144.0,1.0,0
0,22.67,0.335,2,11,4,0.75,0,0,0.0,0,1,160.0,1.0,0
0,24.5,12.75,2,8,5,4.75,1,1,2.0,0,2,73.0,445.0,1
1,48.75,26.335,1,1,1,0.0,1,0,0.0,1,2,0.0,1.0,0
1,48.08,3.75,2,3,5,1.0,0,0,0.0,0,2,100.0,3.0,0
0,20.67,3.0,2,11,4,0.165,1,1,3.0,0,2,100.0,7.0,1
1,27.83,4.0,1,3,8,5.75,1,1,2.0,1,2,75.0,1.0,0
1,53.92,9.625,2,10,4,8.665,1,1,5.0,0,2,0.0,1.0,1
1,37.75,7.0,2,11,8,11.5,1,1,7.0,1,2,300.0,6.0,0
0,23.58,0.585,1,1,1,0.125,0,0,0.0,0,2,120.0,88.0,0
1,16.25,0.0,1,6,4,0.25,0,0,0.0,0,2,60.0,1.0,0
1,16.25,0.835,2,7,4,0.085,1,0,0.0,0,1,200.0,1.0,0
1,23.75,12.0,2,8,4,2.085,0,0,0.0,0,1,80.0,1.0,0
1,80.25,5.5,2,8,4,0.54,1,0,0.0,0,2,0.0,341.0,0
0,21.5,6.0,2,6,4,2.5,1,1,3.0,0,2,80.0,919.0,1
1,48.08,6.04,2,4,4,0.04,0,0,0.0,0,2,0.0,2691.0,1
0,56.83,4.25,1,1,1,5.0,0,0,0.0,1,2,0.0,5.0,0
1,42.08,1.04,2,9,4,5.0,1,1,6.0,1,2,500.0,10001.0,1
0,23.75,0.71,2,9,4,0.25,0,1,1.0,1,2,240.0,5.0,0
0,33.92,1.585,1,1,1,0.0,1,0,0.0,0,2,320.0,1.0,0
1,34.5,4.04,1,3,5,8.5,1,1,7.0,1,2,195.0,1.0,1
1,36.17,5.5,2,3,5,5.0,0,0,0.0,0,2,210.0,688.0,0
1,47.67,0.29,2,8,5,15.0,1,1,20.0,0,2,0.0,15001.0,1
0,18.92,9.25,1,8,4,1.0,1,1,4.0,1,2,80.0,501.0,1
0,23.5,9.0,2,11,4,8.5,1,1,5.0,1,2,120.0,1.0,1
1,38.42,0.705,2,8,4,0.375,0,1,2.0,0,2,225.0,501.0,0
1,51.58,15.0,2,8,4,8.5,1,1,9.0,0,2,0.0,1.0,1
1,19.42,1.5,1,13,4,2.0,1,0,0.0,1,2,100.0,21.0,0
1,38.67,0.21,2,4,4,0.085,1,0,0.0,1,2,280.0,1.0,1
1,19.17,0.0,1,7,5,0.0,0,0,0.0,1,1,500.0,2.0,1
0,20.42,10.5,1,14,8,0.0,0,0,0.0,1,2,154.0,33.0,0
0,32.0,6.0,2,2,4,1.25,0,0,0.0,0,2,272.0,1.0,0
0,50.25,0.835,2,6,4,0.5,0,0,0.0,1,2,240.0,118.0,0
0,42.25,1.75,1,8,4,0.0,0,0,0.0,1,2,150.0,2.0,0
0,17.58,9.0,2,6,4,1.375,1,0,0.0,1,2,0.0,1.0,1
