52,-69,88,0,8,6,36,81,44,1
55,0,95,0,46,-4,40,49,8,1
79,0,84,1,-42,-1,4,128,124,1
79,4,83,0,-42,0,4,126,122,1
81,0,86,0,-40,4,4,127,122,1
56,0,95,-3,46,0,40,49,10,1
56,0,77,1,-2,22,21,79,58,1
103,5,104,2,70,-27,1,35,34,1
55,-3,77,-7,0,0,22,77,56,1
55,0,95,-4,44,0,40,51,12,1
55,0,77,-1,-4,74,21,82,60,1
43,0,76,0,44,22,33,32,0,0
42,0,84,-6,42,0,41,43,2,0
55,0,79,0,10,-15,23,68,46,1
55,0,96,0,54,3,41,42,0,0
49,0,95,-5,50,10,46,46,0,0
81,0,84,0,-18,31,4,103,98,1
42,-2,84,-7,42,0,42,43,0,0
46,5,89,0,46,8,43,42,0,0
41,-2,77,0,38,-11,37,39,2,0
46,5,83,0,46,0,37,37,0,0
37,0,76,0,20,19,40,55,16,0
58,1,84,0,56,0,27,28,0,0
55,0,97,0,50,17,42,48,6,1
49,0,81,0,46,-7,33,35,2,0
56,4,97,0,44,1,41,53,12,1
42,0,86,2,42,0,43,44,2,0
104,4,105,0,72,5,1,33,32,1
41,0,86,1,42,10,45,45,0,0
45,0,88,-2,44,-3,44,44,0,0
79,0,83,-3,-38,0,4,122,118,1
37,3,75,0,26,-1,38,49,12,0
41,0,78,4,42,23,37,37,0,0
56,0,96,0,54,0,40,42,2,0
37,0,79,2,8,0,42,71,30,0
56,5,95,0,42,0,39,54,14,1
55,-1,98,0,50,-21,42,49,6,1
37,0,76,0,28,-14,39,48,8,0
55,0,98,0,52,30,42,46,4,1
37,0,75,-2,20,-6,38,54,16,0
38,0,96,0,36,-28,58,60,2,0
53,0,80,0,52,0,27,28,2,0
37,0,92,3,10,0,54,81,28,0
45,0,76,0,44,-12,30,32,2,0
41,0,83,0,42,23,42,41,0,0
45,0,79,-1,44,-6,33,35,2,0
46,0,90,-2,46,0,43,43,0,0
51,0,87,0,50,-13,36,38,2,0
44,-2,86,0,44,0,43,42,0,0
45,-2,79,0,44,-24,33,35,2,0
55,0,95,0,52,11,40,44,4,1
44,-2,81,6,44,1,38,37,0,0
46,0,79,0,46,17,34,33,0,0
45,-1,79,0,46,11,33,32,0,0
27,-63,78,0,42,8,51,37,-14,0
39,2,93,0,36,21,54,57,2,0
41,0,83,2,42,29,42,41,0,0
37,0,104,0,18,-11,67,86,18,0
41,1,83,0,42,10,41,41,0,0
56,5,97,5,38,0,40,58,18,1
62,0,109,0,62,0,47,47,0,0
41,0,79,1,42,3,38,38,0,0
76,0,81,-2,-40,16,5,122,118,1
37,0,94,0,34,29,57,61,4,0
37,0,76,0,24,7,40,53,14,0
57,5,82,1,56,0,25,25,0,0
46,1,86,0,46,13,41,40,0,0
56,0,78,1,10,16,22,68,46,1
56,3,81,0,54,-1,25,27,2,0
48,-3,88,0,46,-4,39,41,2,0
37,-4,102,-1,34,0,65,69,4,0
44,0,84,0,44,11,41,41,0,0
55,-1,79,0,54,-1,23,24,2,0
43,-1,77,0,42,-11,34,36,2,0
43,0,79,-6,44,29,35,35,0,0
