70,389,3,81,64,0,0,98,24,6,6,66,3,26,0,6,5,67,57,32,5,7,93,Bad
75,233,4,96,12,0,0,92,2,4,6,12,5,17,0,8,8,6,-8,2,2,0,50,Bad
65,106,4,71,9,5,4,54,29,6,2,14,2,31,0,1,1,10,-8,2,1,0,60,Bad
68,144,12,68,24,2,1,85,6,3,2,28,0,15,0,1,1,38,28,8,1,0,83,Bad
62,233,7,72,8,1,0,78,47,6,5,9,2,44,0,0,0,95,85,3,2,3,100,Bad
72,206,4,78,33,0,0,97,4,4,6,34,8,29,0,7,6,22,68,10,3,1,81,Bad
81,179,16,99,16,0,0,100,-7,7,8,19,0,26,0,0,0,26,-8,2,1,1,60,Bad
68,60,6,38,11,1,0,83,21,6,5,12,1,17,0,1,1,57,-8,5,1,2,67,Bad
66,153,8,52,29,0,0,100,-7,7,8,29,1,14,0,0,0,61,79,5,1,4,43,Bad
65,38,14,28,5,2,2,100,-7,6,8,5,0,40,0,2,2,99,40,1,2,1,100,Bad
62,192,5,38,22,0,0,100,-7,7,8,22,2,9,0,3,3,65,-8,15,-8,7,79,Bad
70,55,45,50,2,0,0,100,-7,7,8,2,0,50,0,3,3,92,-8,1,-8,-8,100,Bad
61,119,5,60,8,1,1,78,8,4,3,9,1,67,0,0,0,115,78,1,2,1,75,Bad
71,295,26,102,20,1,0,91,11,4,2,22,0,27,0,1,1,53,58,2,2,0,67,Bad
66,139,11,80,7,0,0,100,-7,7,8,8,1,25,0,0,0,86,-8,2,1,2,100,Bad
57,81,2,47,13,1,1,79,13,6,6,15,1,64,0,1,1,48,19,5,4,0,100,Bad
73,169,6,105,20,0,0,95,21,6,6,21,1,14,0,0,0,39,21,2,2,0,57,Bad
55,343,6,101,44,1,1,96,2,1,3,47,2,28,0,1,1,86,54,13,7,9,84,Bad
59,168,3,38,21,0,0,100,-7,7,8,21,12,38,0,1,1,85,90,10,5,4,94,Bad
70,149,4,72,24,2,1,93,6,4,4,29,6,55,0,0,0,24,106,2,8,0,67,Bad
71,114,12,66,39,0,0,96,1,4,6,46,0,41,0,0,0,17,81,6,7,1,50,Bad
70,142,9,47,16,0,0,100,-7,7,8,16,4,19,0,2,2,30,55,4,2,1,55,Bad
58,353,10,151,42,1,1,95,1,2,4,44,1,30,0,1,1,19,56,9,4,1,56,Bad
60,169,3,83,18,3,2,81,5,4,2,21,1,29,0,0,0,83,53,3,4,1,89,Bad
66,138,7,72,4,4,4,50,45,6,2,8,1,25,0,1,1,46,-8,1,1,0,100,Bad
56,135,12,74,34,1,0,91,3,4,5,35,0,20,0,9,9,55,48,8,3,3,61,Bad
63,320,12,88,13,1,1,79,2,2,4,14,0,29,0,0,0,17,-8,3,1,0,36,Bad
72,85,6,52,10,0,0,100,-7,7,8,11,1,18,0,4,4,49,-8,2,1,1,50,Bad
61,358,9,95,31,0,0,91,10,4,6,33,1,39,0,0,0,70,-8,10,1,2,85,Bad
74,312,1,73,29,0,0,97,-8,6,6,30,4,17,0,3,3,14,87,3,1,1,27,Bad
61,114,16,59,3,3,1,25,3,3,4,8,0,63,0,0,0,0,77,0,2,0,40,Bad
69,217,14,93,18,0,0,80,10,4,6,20,0,45,0,5,4,20,24,4,3,1,78,Bad
59,159,11,74,2,1,1,33,11,1,3,3,1,100,0,0,0,-8,-8,-8,1,-8,100,Bad
51,106,6,65,13,0,0,78,1,4,6,18,1,56,0,0,0,87,86,5,2,3,100,Bad
68,293,2,65,15,2,2,100,-7,6,8,16,3,50,0,1,0,86,61,5,2,3,88,Bad
61,114,4,56,6,1,1,86,3,0,2,7,3,0,0,0,0,69,-8,4,-8,1,100,Bad
59,30,2,15,10,0,0,100,-7,7,8,12,1,25,0,3,3,62,32,6,2,3,89,Bad
86,294,9,118,16,0,0,100,-7,7,8,16,1,19,0,0,0,18,-8,2,2,0,44,Bad
57,74,5,30,14,1,0,94,63,6,5,16,3,44,0,0,0,96,61,7,2,1,91,Bad
84,484,16,142,8,1,0,80,67,6,5,10,0,40,0,1,1,11,53,3,1,0,100,Bad
58,231,26,113,16,0,0,76,4,4,6,17,0,18,0,0,0,71,-8,6,1,3,78,Bad
68,319,2,127,26,0,0,93,20,6,6,28,2,29,0,0,0,29,47,9,4,2,62,Bad
88,229,20,102,22,0,0,100,-7,7,8,22,0,27,0,0,0,5,-8,2,1,0,50,Bad
66,136,2,40,20,0,0,100,-7,7,8,22,6,9,0,0,0,33,-8,6,1,3,64,Bad
62,226,4,79,42,0,0,98,76,6,6,42,6,21,0,1,1,50,81,13,3,4,80,Bad
64,92,3,35,21,2,2,91,33,6,6,24,5,23,0,1,1,9,58,3,4,0,53,Bad
70,67,10,25,4,0,0,100,-7,7,8,4,3,75,0,0,0,98,101,1,2,1,100,Bad
65,12,7,10,2,0,0,100,-7,7,8,2,1,50,0,1,1,103,-8,1,-8,1,100,Bad
59,181,13,71,15,3,3,93,12,6,6,18,0,27,0,2,2,41,31,3,2,-8,71,Bad
54,39,6,19,6,7,7,100,-7,0,8,15,1,75,0,2,2,92,86,2,3,2,100,Bad
71,135,24,73,21,2,1,87,15,6,4,23,0,4,0,0,0,26,-8,4,1,1,55,Bad
74,111,2,37,8,0,0,100,-7,7,8,9,2,22,0,4,4,49,73,5,2,1,88,Bad
68,155,13,48,10,2,2,90,8,4,6,12,0,40,0,0,0,59,49,3,4,0,100,Bad
86,348,43,170,11,0,0,100,-7,7,8,11,0,18,0,1,1,23,-8,4,1,0,63,Bad
72,166,12,74,37,1,1,95,7,4,4,41,0,15,0,1,1,16,-8,3,1,1,26,Bad
68,374,4,72,21,0,0,95,2,4,6,22,5,36,0,0,0,45,79,5,2,1,70,Bad
74,219,18,90,15,2,0,71,8,4,5,17,0,41,0,3,3,25,51,3,3,0,75,Bad
65,336,1,78,33,1,1,94,21,6,2,35,2,40,0,4,4,59,30,11,5,3,80,Bad
56,213,3,71,18,2,0,70,1,3,5,20,4,10,0,1,1,9,-8,4,1,0,56,Bad
55,223,23,107,12,2,1,79,2,4,5,15,0,36,0,0,0,86,50,4,3,2,100,Bad
65,317,5,132,12,2,1,80,10,3,2,15,4,20,0,9,7,43,90,7,2,2,100,Bad
63,274,2,94,49,0,0,94,21,6,6,52,2,10,0,1,1,43,77,19,3,5,64,Bad
79,116,8,67,46,0,0,100,-7,7,8,51,2,25,0,0,0,4,28,6,2,1,45,Bad
66,62,1,37,18,0,0,100,-7,7,8,22,3,5,0,1,1,64,-8,9,1,3,85,Bad
75,98,3,56,20,0,0,95,69,6,6,20,2,20,0,0,0,16,-8,3,-8,1,33,Bad
66,165,6,69,21,2,1,59,23,6,3,27,4,48,0,1,1,22,71,2,3,0,63,Bad
75,60,20,32,13,0,0,100,-7,7,8,13,0,31,0,4,3,40,75,1,2,1,50,Bad
80,234,4,74,23,0,0,100,-7,7,8,23,1,17,0,1,1,32,85,3,2,0,83,Bad
63,124,4,70,41,0,0,86,4,4,6,43,2,47,0,0,0,17,71,4,5,0,48,Bad
56,295,1,115,22,1,1,81,1,4,4,27,2,33,0,0,0,66,88,4,4,1,73,Bad
68,46,12,31,11,0,0,91,13,6,6,11,0,36,0,0,0,33,56,4,2,0,86,Bad
63,59,16,29,7,0,0,71,12,6,6,7,0,29,0,1,1,64,41,4,1,1,83,Bad
51,91,5,27,7,2,2,75,3,0,2,9,3,63,0,4,4,76,89,3,2,1,100,Bad
68,108,3,58,15,0,0,81,23,6,6,16,1,25,0,0,0,31,78,4,3,1,70,Bad
60,171,37,85,24,0,0,76,13,6,6,25,0,40,0,2,2,86,38,7,2,3,100,Bad
61,43,3,23,25,0,0,100,-7,7,8,25,6,0,0,6,3,44,-8,12,-8,3,52,Bad
64,246,1,84,43,1,1,100,-7,0,8,45,9,27,0,4,4,49,100,14,3,4,63,Bad
66,206,9,76,36,2,1,79,8,4,4,38,2,53,0,0,0,60,78,8,2,2,83,Bad
67,187,0,89,47,2,1,87,12,6,4,55,4,13,0,2,1,30,43,13,3,3,55,Bad
68,164,3,59,40,1,1,93,17,6,4,43,5,47,0,1,1,24,78,7,12,1,76,Bad
88,367,25,170,26,0,0,100,-7,7,8,26,0,19,0,0,0,1,39,1,1,0,25,Bad
68,238,20,72,31,2,2,91,3,0,2,33,0,21,0,0,0,20,62,5,2,1,44,Bad
58,29,1,13,13,0,0,100,-7,7,8,15,8,0,0,12,12,27,-8,8,-8,3,57,Bad
67,137,1,54,15,0,0,82,38,6,6,17,1,24,0,3,2,47,-8,4,1,1,60,Bad
69,57,2,27,14,0,0,100,-7,7,8,15,5,47,0,0,0,46,97,6,2,2,89,Bad
57,198,5,49,8,2,0,77,36,6,2,13,3,38,0,1,1,94,61,4,2,3,100,Bad
68,182,17,77,24,0,0,88,4,4,6,24,0,38,0,0,0,29,75,4,3,0,58,Bad
64,195,5,52,30,0,0,100,-7,7,8,30,5,33,0,4,3,75,-8,5,2,2,50,Bad
71,97,9,59,20,0,0,100,-7,7,8,20,1,65,0,0,0,84,77,3,6,3,75,Bad
57,119,4,59,39,0,0,97,6,4,6,39,3,3,0,3,3,58,65,8,1,4,36,Bad
60,141,4,61,16,0,0,94,5,4,6,17,2,47,0,1,1,64,56,9,3,2,100,Bad
67,234,3,96,43,0,0,100,-7,7,8,43,3,12,0,1,1,79,24,23,4,11,87,Bad
69,138,68,92,6,0,0,83,17,6,6,6,0,50,0,0,0,84,-8,1,1,1,100,Bad
60,79,6,32,18,0,0,100,-7,7,8,19,6,26,0,4,4,20,100,6,2,1,57,Bad
68,18,18,18,2,0,0,100,-7,7,8,2,0,100,0,0,0,-8,-8,-8,1,-8,100,Bad
76,137,3,62,31,1,1,91,13,6,3,33,5,36,0,0,0,9,-8,4,1,0,36,Bad
77,239,7,116,20,0,0,95,-8,6,6,21,1,19,0,1,1,34,-8,1,1,1,22,Bad
64,242,3,70,21,1,1,95,8,0,6,22,1,43,0,1,1,58,87,5,3,2,89,Bad
62,104,1,53,28,0,0,93,2,4,6,30,5,60,0,6,6,10,77,4,4,2,73,Bad
60,75,4,30,28,0,0,100,-7,7,8,29,6,41,0,4,3,83,96,9,2,3,92,Bad
61,163,1,46,22,0,0,96,33,6,6,23,4,35,0,4,4,87,76,7,3,4,67,Bad
73,420,97,208,7,0,0,88,64,6,6,8,0,25,0,0,0,76,-8,3,-8,2,75,Bad
83,144,18,68,13,0,0,100,-7,7,8,13,0,23,0,0,0,3,-8,3,-8,0,100,Bad
63,97,5,53,17,0,0,88,18,6,6,18,2,18,0,4,4,65,79,3,1,1,44,Bad
72,119,1,33,19,0,0,100,-7,7,8,20,3,40,0,0,0,37,-8,9,2,0,85,Bad
79,304,3,111,31,0,0,97,51,6,6,31,2,13,0,2,2,19,96,8,2,1,59,Bad
61,149,13,75,4,4,4,100,-7,7,8,8,0,50,0,0,0,-8,89,-8,2,-8,100,Bad
63,298,5,116,11,2,1,62,6,4,2,13,2,46,0,0,0,41,55,5,4,0,100,Bad
65,291,10,91,28,0,0,71,5,4,6,28,1,11,0,0,0,8,-8,7,1,1,40,Bad
69,237,5,76,47,1,1,100,-7,6,8,52,2,27,0,0,0,8,-8,5,1,1,60,Bad
67,176,8,59,29,0,0,100,-7,7,8,29,1,66,0,3,3,95,76,3,6,2,82,Bad
58,71,4,44,4,1,0,60,57,6,5,5,2,60,0,0,0,99,-8,1,1,1,100,Bad
