55,0,77,0,8,-30,22,70,48,1
55,0,96,0,46,1,41,50,8,1
55,0,95,0,36,25,40,59,20,1
55,0,77,0,12,12,21,64,42,1
55,4,95,-2,50,0,40,46,6,1
56,1,99,0,50,13,42,49,8,1
80,-1,84,0,-42,0,5,128,124,1
55,0,96,0,42,30,41,55,14,1
55,0,93,0,46,-16,37,46,8,1
55,0,77,-4,12,6,21,64,42,1
82,1,86,0,-22,5,4,109,106,1
56,0,96,1,50,1,40,47,6,1
55,0,77,0,26,10,21,51,30,1
56,2,80,0,-2,1,24,83,58,1
56,4,97,-1,42,-1,41,56,14,1
55,1,77,0,44,1,22,34,12,1
84,0,88,-2,6,-7,4,83,78,1
56,0,79,0,10,2,23,68,46,1
55,0,77,-1,12,1,21,64,42,1
56,3,96,0,52,0,40,44,4,1
56,2,97,0,44,23,40,53,12,1
55,0,96,0,52,-1,41,44,4,1
79,0,83,-1,-30,29,4,114,110,1
55,0,79,0,24,7,23,55,32,1
55,0,93,0,0,-24,38,93,56,1
56,1,97,0,52,0,41,45,4,1
55,0,79,4,8,0,23,71,48,1
56,0,95,4,44,0,40,51,12,1
101,0,102,-1,72,0,1,29,28,1
55,0,77,0,-6,-10,21,85,64,1
55,0,96,0,42,-24,41,55,14,1
56,0,77,0,-10,31,21,87,66,1
56,-2,97,2,42,-20,41,56,14,1
55,0,77,0,38,4,22,39,16,1
87,4,89,0,8,2,2,81,78,1
49,0,88,0,46,-25,39,41,2,0
57,3,86,0,56,0,29,29,0,0
37,4,76,0,20,0,39,55,16,0
37,0,75,0,30,10,38,44,6,0
56,0,80,0,-2,-7,24,83,58,1
37,0,77,0,-10,-5,41,88,46,0
56,0,95,0,44,-20,40,51,12,1
56,0,79,6,-22,0,23,102,80,1
81,0,85,0,-40,5,4,126,122,1
38,0,76,0,38,13,38,37,0,0
37,0,103,-6,20,0,66,82,16,0
37,0,80,1,36,-5,43,44,2,0
49,0,85,0,46,-21,36,39,2,0
38,0,92,0,20,31,54,71,18,0
37,-2,109,1,36,0,72,73,0,0
40,0,75,-7,38,0,35,36,2,0
43,0,86,0,42,-9,42,44,2,0
81,-3,85,-1,-40,5,4,126,122,1
56,5,88,0,54,-1,32,33,2,0
56,1,86,0,56,16,30,29,0,0
41,1,75,0,42,7,34,34,0,0
37,0,104,0,18,8,67,86,18,0
41,0,75,0,38,-17,34,36,2,0
37,0,78,5,36,13,41,42,0,0
37,0,80,-5,16,0,43,65,22,0
37,0,79,-2,10,5,43,69,26,0
52,0,79,0,52,0,26,27,0,0
