55,0,81,0,-6,11,25,88,64,1
56,0,96,0,52,-4,40,44,4,1
50,-1,89,-7,50,0,39,40,2,0
53,9,79,0,42,-2,25,37,12,1
55,2,82,0,54,-6,26,28,2,0
41,0,84,3,38,-4,43,45,2,0
37,0,100,0,36,-8,63,64,2,0
46,0,83,0,46,0,37,36,0,0
44,0,79,0,42,-17,35,37,2,0
44,-1,78,0,44,0,34,34,0,0
55,0,81,0,54,-10,25,26,2,0
56,0,95,0,52,-3,40,44,4,1
37,0,100,0,34,6,64,67,4,0
43,-3,86,2,44,14,43,42,0,0
46,-5,84,0,46,0,38,37,0,0
45,0,81,0,44,0,36,37,0,0
48,0,86,0,50,30,38,37,0,0
56,0,78,0,42,-2,22,37,14,1
56,0,77,0,18,-18,22,59,38,1
45,5,90,0,44,0,44,46,2,0
37,0,77,0,-20,27,41,98,58,0
37,0,90,-6,18,0,53,72,20,0
37,-8,77,0,20,0,40,57,16,0
50,5,95,-3,50,0,45,46,2,0
43,-2,76,0,44,15,32,32,0,0
42,-1,85,-5,42,0,44,44,0,0
55,0,97,0,46,-2,42,51,8,1
37,0,76,0,26,20,39,50,12,0
37,0,76,8,30,0,40,45,6,0
45,0,106,0,46,9,61,60,0,0
37,0,81,0,38,17,44,43,0,0
49,4,83,0,46,0,34,37,2,0
50,0,88,1,50,0,38,39,0,0
42,2,77,0,42,0,36,36,0,0
49,0,78,0,50,11,29,29,0,0
55,0,95,0,44,-12,40,51,12,1
37,0,77,0,34,-12,40,43,2,0
37,3,81,0,36,0,44,44,0,0
37,0,84,0,26,-3,47,58,10,0
53,0,86,0,54,0,33,32,0,0
44,0,81,-3,44,17,37,37,0,0
46,0,81,7,46,3,35,34,0,0
45,-4,83,0,44,-14,37,39,2,0
79,0,84,0,-36,-196,4,120,116,1
81,0,84,0,-20,26,3,105,102,1
55,-5,87,2,54,0,32,33,0,0
45,0,89,-3,44,0,44,45,0,0
51,0,86,0,52,22,35,34,0,0
80,0,84,-1,-28,-24,4,112,108,1
53,0,87,-6,52,-7,34,35,2,0
56,0,86,0,56,2,30,30,0,0
49,0,87,0,50,1,38,38,0,0
55,0,97,5,46,-19,41,50,8,1
56,0,96,0,56,10,40,39,0,0
37,0,95,0,18,-24,57,77,20,0
48,0,86,-4,46,0,39,40,2,0
108,3,109,0,72,7,1,36,36,1
41,5,93,0,38,0,53,55,2,0
85,0,88,7,2,0,3,86,82,1
55,0,78,1,26,0,23,52,30,1
56,3,77,0,-24,0,21,103,82,1
