 38, 85,  0, 59, 48, 53, 68, 18, 22,  0, 24, 50, 37, 94,100,100,5
 40, 85,  1, 60, 43, 46, 26,  2,  0,  0,  9, 53, 42, 89,100,100,5
 36, 88,100,100, 83, 93, 25, 76, 39, 53, 97, 45, 60, 17,  0,  0,5
 79, 90, 61,100, 26, 73, 44, 60, 97, 50,100, 17, 51,  0,  0,  8,5
 94, 97, 56, 96,  0,100,  5, 67, 58, 53,100, 27, 63,  0, 11,  1,5
 25, 91, 23, 61, 75, 55, 57,  3,  0,  0, 13, 55, 28, 99,100,100,5
  0, 98, 67, 93, 47,100, 19, 68, 45, 55,100, 33, 73,  0, 17,  7,5
 25, 83, 12, 54, 62, 29, 37,  0,  6, 20,  0, 62, 37, 92,100,100,5
100,100, 46, 90, 19, 71, 42, 63, 92, 56, 91, 26, 54,  2,  0,  0,5
  6, 88, 29, 51, 82, 40, 56,  0, 15, 19,  0, 67, 40, 95,100,100,5
 25, 67, 79, 49,100, 13, 51,  0, 54, 37, 78, 73, 61,100,  0, 79,8
 44, 76, 61,100,  6, 75, 41, 38, 70,  0,  0,  0, 33, 36,100, 62,8
 36, 87, 73,100,100, 85, 76, 63, 87, 33, 86,  3, 43,  0,  0,  4,3
 51, 91,  5, 86,  0, 43, 22,  0,  8, 24, 50, 61,100, 93, 45,100,8
100,100, 51,100, 11, 81,  9, 51, 57, 55, 73, 22, 37,  0,  0, 14,5
 16, 87, 66,100, 86, 81, 48, 57, 77, 46,100, 21, 60,  0,  0,  2,3
100, 95, 71,100, 36, 84, 34, 48, 83, 48, 91, 17, 49,  0,  0,  4,5
 26, 84, 72,100, 92, 78, 51, 53, 70, 49,100, 23, 58,  0,  0,  7,3
 52, 94,100,100, 98, 77, 72, 55, 99, 36, 92, 13, 44,  0,  0, 10,3
 42, 94, 89,100, 71, 76, 68, 56,100, 34, 84,  8, 37,  0,  0, 15,3
  4, 89, 43,100, 63, 79, 28, 55, 63, 41,100, 25, 53,  9,  0,  0,3
 61, 88,100,100, 96, 81, 75, 60, 80, 36, 81, 13, 44,  0,  0,  1,3
 39, 90, 95,100,100, 99, 45, 86, 64, 72, 91, 43, 53, 13,  0,  0,5
 50, 96, 89,100, 92, 71, 66, 48,100, 29, 80,  4, 36,  0,  0, 10,3
 37,100, 13, 66, 52, 35, 26,  0,  0, 18, 17, 65, 50, 96,100, 86,5
 22, 89, 69,100, 82, 76, 61, 49,100, 36, 93, 10, 42,  0,  0,  8,3
