0,1,1,61770,1062,31,90,0,6,2,4,0,0,0,0,0,10800,6000,1
0,0,0,4630,89,-56,-42,0,1,0,0,0,0,0,0,0,50,50,1
1,0,0,3250,68,-67,-54,0,1,0,0,1,0,0,0,0,30000,30000,1
0,1,0,19320,320,106,118,1,2,1,1,0,0,0,0,0,2300,2000,1
1,1,1,39700,805,-17,5,0,3,1,2,0,0,0,0,0,8700,5000,1
1,1,1,61140,306,22,-69,0,8,5,2,1,0,0,0,0,89400,80000,1
1,1,1,108750,384,96,-56,0,4,2,2,0,0,0,0,0,6200,3000,1
0,0,1,106610,546,26,43,0,6,2,4,0,0,0,0,0,20800,7000,1
0,0,1,80210,525,18,32,0,3,1,2,0,0,0,0,0,2700,1000,1
0,1,0,1860,33,-78,-30,0,1,0,1,0,0,0,0,0,4000,4000,1
1,1,1,31620,208,-64,-45,0,2,1,0,1,0,0,0,0,40400,40000,1
0,0,1,20380,162,-58,-59,0,2,1,1,0,0,0,0,0,4700,4000,1
0,0,0,7570,69,69,67,0,1,0,1,0,0,0,0,0,5000,5000,1
0,1,1,32690,380,-31,-5,0,2,2,0,0,0,0,0,0,1100,700,1
0,0,1,31250,430,-16,2,0,3,0,3,0,0,0,0,0,4000,2000,1
0,1,1,14990,185,-49,-51,0,2,1,1,0,0,0,0,0,4500,4000,1
1,1,1,13740,218,-55,-42,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,28520,483,-19,5,1,3,3,0,0,0,0,0,0,1700,700,1
1,1,1,92780,1256,173,172,1,5,2,2,1,0,0,0,0,23500,20000,1
0,1,1,81410,441,-19,-56,0,3,2,1,0,0,0,0,0,10200,9000,1
0,0,1,54150,307,-46,-35,0,3,3,0,0,0,0,0,0,800,300,1
0,0,1,69660,362,-10,-8,0,2,2,0,0,0,0,0,0,800,500,1
0,0,1,20250,157,-41,-39,0,4,3,1,0,0,0,0,0,2600,1000,1
0,0,1,29150,259,0,18,0,1,1,0,0,0,0,0,0,600,600,1
1,0,1,40200,334,45,59,0,1,1,0,0,0,0,0,0,900,900,1
0,0,0,4420,60,-2,28,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,31390,376,-7,18,0,2,0,2,0,0,0,0,0,6000,4000,1
1,0,1,11230,103,-65,-68,0,4,1,2,1,0,0,0,0,25200,20000,1
0,0,1,21760,250,-54,-48,0,2,2,0,0,0,0,0,0,600,400,1
0,1,1,20160,243,-47,-36,0,2,1,1,0,0,0,0,0,2700,2000,1
0,0,1,71080,767,88,94,0,5,3,2,0,0,0,0,0,4600,2000,1
0,0,1,50090,699,-5,19,0,3,1,2,0,0,0,0,0,12600,7000,1
0,1,1,44770,770,-22,2,0,1,0,1,0,0,0,0,0,1000,1000,1
1,0,1,51230,944,-10,8,0,2,0,2,0,0,0,0,0,5000,3000,1
0,0,0,2440,16,-27,-60,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,950,46,-68,15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2440,63,-10,58,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1820,55,-34,38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1650,46,-37,15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4310,66,83,65,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4200,74,54,85,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7130,105,134,142,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5630,98,64,86,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5660,118,59,95,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7190,123,98,79,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,6220,111,52,40,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4030,127,-13,48,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,8670,151,-25,-58,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7510,169,-35,-53,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3110,164,-73,-54,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5550,168,-52,-53,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7560,133,-34,-47,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,0,3610,154,-67,-55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4490,177,-60,-49,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3100,184,-72,-47,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,18470,525,-46,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,17220,529,-50,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,25010,524,-27,-41,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,17540,252,-23,-48,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,15170,414,-56,-54,0,0,0,0,0,0,0,0,0,0,0,0
