98,3,1,3,2,0,0,0,3,2,0,2,1,3,2,3,3,2,0,1,0,0,3,3,0,0,3,1,0,3,1,2,0,0,1,3,0,2,3,3,0,0,1,3,0,2,3,0,1,2,1,0,0,2,3,3,1,0,0
99,0,1,1,2,2,0,0,2,0,0,0,0,1,1,2,3,2,0,1,0,3,3,3,3,0,0,1,0,1,2,3,3,3,2,3,3,0,1,0,0,2,2,3,0,0,0,2,2,1,2,0,1,2,1,1,2,1,0
96,0,0,0,3,3,0,0,0,0,3,3,3,3,0,3,3,2,0,1,3,3,0,2,2,3,1,0,1,3,0,0,0,3,0,1,3,3,3,0,0,1,1,0,0,3,0,3,0,2,2,1,0,3,0,2,1,2,0
59,3,3,2,3,1,0,3,0,0,3,1,2,0,1,3,3,2,3,0,0,0,1,1,0,0,0,3,3,2,0,0,0,0,2,0,3,3,3,0,2,2,3,3,3,0,1,0,0,2,3,1,3,0,1,0,1,1,0
62,1,0,3,1,1,3,1,2,1,0,1,1,0,2,3,1,2,0,1,2,0,1,2,2,3,3,3,0,1,2,1,3,3,3,0,1,2,3,0,3,0,2,3,2,2,1,2,0,1,0,0,3,3,3,3,3,3,0
103,3,1,1,0,2,3,0,3,0,0,3,3,3,2,3,3,2,2,1,0,3,0,0,3,3,0,0,2,3,0,1,2,0,1,2,0,2,3,0,0,0,0,3,3,0,1,0,3,0,1,1,3,2,1,1,1,2,0
104,0,1,0,2,3,3,0,3,1,1,0,1,3,0,3,3,1,1,3,2,3,2,2,0,3,0,0,1,1,0,3,2,3,2,3,0,3,3,0,2,0,2,3,3,0,2,0,0,0,0,1,0,1,2,0,2,2,0
71,3,2,3,2,1,0,2,3,3,3,0,3,2,2,3,3,1,1,0,0,0,0,3,1,2,1,1,3,3,3,3,2,1,3,2,3,0,3,0,3,0,1,3,1,0,1,0,2,1,0,3,0,0,1,3,2,3,0
77,1,3,2,3,3,2,3,3,1,0,2,3,3,3,3,3,2,0,2,3,3,2,3,2,3,0,3,0,0,1,1,1,1,3,1,0,3,3,1,3,2,0,3,1,1,1,0,2,1,3,3,0,3,0,1,2,2,0
93,0,3,3,0,1,0,0,0,0,0,2,3,2,1,3,3,3,1,3,2,0,0,1,3,2,0,0,1,0,0,0,0,0,0,2,0,2,3,0,0,0,2,3,3,0,2,3,1,2,1,2,3,0,2,2,2,3,0
73,0,3,2,1,2,1,0,0,1,2,1,2,2,2,2,3,2,0,1,0,0,2,2,2,1,2,1,2,1,0,0,0,1,1,1,3,1,3,0,3,0,1,3,2,1,2,1,2,1,1,2,0,0,2,1,3,2,0
24,1,0,3,2,0,0,1,3,1,0,0,2,2,1,3,2,0,3,0,1,2,2,1,2,0,2,0,1,3,3,2,1,2,0,2,1,1,3,3,2,3,1,1,3,3,2,1,2,2,3,0,1,0,1,0,2,1,1
9,3,3,1,2,3,1,3,1,1,2,1,2,0,1,3,0,1,2,0,3,2,0,2,0,3,2,1,1,3,2,0,2,3,2,1,3,3,1,1,2,3,3,0,1,3,2,2,0,3,3,2,3,1,0,1,1,0,1
35,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3,0,1,2,1,2,1,3,3,1
26,0,2,2,0,2,2,0,0,1,3,0,1,2,1,0,0,2,2,3,3,2,2,0,0,1,0,3,1,2,2,0,2,0,2,0,3,2,1,1,0,2,1,1,0,2,1,2,1,0,1,1,3,2,1,0,1,2,1
52,3,1,3,1,0,0,1,0,0,2,0,3,3,0,0,1,1,2,0,1,0,2,0,3,3,1,0,0,3,1,3,1,2,3,2,2,0,3,2,2,0,1,2,3,3,1,0,0,1,0,3,3,2,0,2,2,0,1
36,3,2,0,0,2,3,2,1,3,3,0,2,1,3,3,1,0,0,2,2,3,1,0,1,2,2,0,3,0,1,2,0,1,1,2,0,0,2,1,2,0,2,1,1,3,1,2,3,1,1,3,1,0,0,3,2,2,1
43,1,3,0,3,0,3,2,1,2,1,3,1,0,3,0,1,2,0,3,0,3,2,0,0,1,2,3,3,2,0,2,0,1,3,2,1,1,2,1,3,2,0,2,3,3,0,3,1,0,2,1,3,2,3,2,0,0,1
48,2,1,2,2,1,0,2,1,0,1,2,3,3,3,1,1,0,1,2,1,2,2,3,2,0,2,0,2,1,1,3,1,0,2,2,0,3,3,1,0,3,2,3,1,2,0,3,2,3,1,3,3,1,1,2,2,3,1
2,0,3,1,1,1,3,0,0,3,2,3,1,3,0,1,3,3,1,1,2,2,3,1,0,0,3,1,1,0,3,1,3,0,1,2,3,3,0,0,1,1,2,0,2,2,3,2,2,1,3,0,3,2,3,2,3,0,1
46,3,2,2,1,2,3,1,3,0,3,1,2,2,3,2,0,0,1,1,3,1,1,2,2,3,0,3,1,0,0,1,2,1,3,2,2,0,0,2,2,3,2,0,1,2,1,3,0,0,1,2,1,0,2,0,3,2,1
