58,2,1,1,3,3,1,3,1,1,0,0,0,0,1,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,0,0,3,3,1,2,2,3,2,3,0,2,0,1,3,3,2,3,0,0,0,1,1,3,0,0,0,3,0
60,1,0,2,0,0,0,1,2,3,3,3,3,0,3,3,1,2,0,0,1,0,3,1,2,0,3,1,3,1,2,3,1,3,3,2,3,2,3,3,0,2,0,0,3,3,1,3,0,0,1,0,3,0,1,2,2,3,0
63,1,0,1,3,0,0,3,3,3,0,3,3,1,1,0,3,2,3,1,0,1,0,1,3,3,3,3,1,2,1,0,3,1,3,3,3,2,3,3,0,3,2,1,3,0,3,2,2,3,3,0,3,3,3,1,0,3,0
65,0,3,0,3,0,0,0,0,0,0,2,3,3,1,3,3,2,1,3,3,3,1,3,0,0,1,2,3,2,0,0,0,2,3,2,2,3,3,3,0,2,2,3,3,0,0,0,0,2,0,1,0,3,1,0,2,3,0
66,1,0,0,2,2,3,0,2,0,0,3,2,1,3,3,3,2,1,1,3,3,2,3,1,2,2,1,1,3,2,0,3,3,0,0,3,2,2,1,0,1,2,0,3,0,2,3,1,2,1,0,3,1,2,2,0,3,0
67,2,2,1,1,0,0,0,0,0,0,3,0,3,1,3,3,2,3,0,1,3,0,3,3,3,0,1,0,0,0,0,1,1,3,0,3,2,2,3,0,0,1,3,1,3,3,3,0,2,2,1,0,3,3,1,1,3,0
69,3,0,2,2,1,0,1,1,1,1,0,2,2,1,3,3,3,0,1,0,1,3,3,3,0,3,2,1,3,3,1,1,2,2,1,3,1,2,3,0,3,2,3,3,2,3,2,3,2,2,0,0,3,3,2,3,2,0
72,1,1,0,3,1,0,0,0,0,0,0,0,3,0,3,3,1,3,1,0,0,1,0,3,0,0,0,0,0,0,1,3,3,3,2,3,2,3,0,0,3,0,1,3,3,2,3,0,0,1,2,1,3,0,1,0,3,0
100,3,2,2,2,2,0,1,2,3,1,2,3,3,0,1,3,2,0,3,1,1,2,1,0,1,2,3,3,3,0,3,2,0,3,0,3,2,1,3,0,3,1,2,3,0,1,3,1,3,3,3,0,2,1,2,0,2,0
105,3,1,0,2,0,0,0,3,0,3,3,0,3,2,2,3,2,0,3,2,0,0,1,3,2,3,3,3,3,3,3,3,0,3,1,1,0,2,3,0,3,0,0,3,3,3,2,3,3,2,2,1,0,3,0,0,3,0
22,0,2,2,1,0,3,2,3,0,0,0,1,2,3,1,3,3,1,2,3,0,2,1,2,1,0,3,1,0,2,3,2,1,3,3,3,1,3,3,0,1,3,2,3,2,0,2,3,0,1,2,1,0,1,1,0,2,1
32,1,1,2,0,2,3,0,2,0,1,1,1,3,3,0,2,0,2,0,2,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,1
19,1,2,1,3,0,2,2,0,1,3,3,3,1,3,3,2,3,3,2,0,3,3,3,3,1,1,0,3,2,1,2,2,3,2,3,3,3,3,2,1,2,1,0,0,3,2,3,3,0,0,3,1,2,1,3,3,3,1
4,3,0,3,2,0,1,1,2,0,0,1,2,0,2,3,1,0,0,3,1,0,2,0,1,1,2,1,3,3,3,2,0,1,3,1,3,2,2,3,0,3,3,0,1,3,2,3,2,0,0,1,0,3,3,0,3,3,1
12,0,2,0,2,2,2,3,2,3,0,1,3,1,1,0,0,2,0,0,2,0,2,2,0,0,2,0,3,2,0,2,2,1,3,0,2,0,1,2,3,1,3,1,3,2,1,0,3,2,2,0,2,3,0,3,2,0,1
34,2,0,2,0,2,1,0,3,2,3,1,0,2,1,1,3,1,2,0,1,0,0,1,3,3,2,1,0,3,0,0,0,3,2,1,3,3,3,1,3,3,2,3,0,2,0,1,2,3,2,1,1,1,3,0,1,2,1
40,1,1,3,1,0,0,3,2,2,1,1,3,1,3,0,0,0,1,2,2,2,3,1,3,3,2,0,2,2,2,2,3,3,3,3,3,3,2,1,3,2,0,0,0,2,2,0,2,2,0,0,1,3,0,3,0,3,1
50,2,3,0,3,3,1,3,1,0,0,1,0,0,2,0,3,3,0,0,1,1,2,0,1,0,2,0,3,3,1,0,0,3,1,3,1,2,3,2,2,0,3,2,2,0,1,2,3,3,1,0,0,1,0,3,3,2,1
10,1,2,1,2,0,1,3,0,1,2,0,3,2,0,2,0,3,2,1,1,3,2,0,2,3,2,1,3,3,1,1,2,3,3,0,1,3,2,2,0,3,3,2,3,1,0,1,1,0,0,2,2,1,3,3,1,1,1
39,1,3,1,2,3,1,1,3,1,0,0,3,2,2,1,1,3,1,3,0,0,0,1,2,2,2,3,1,3,3,2,0,2,2,2,2,3,3,3,3,3,3,2,1,3,2,0,0,0,2,2,0,2,2,0,0,1,1
15,3,0,0,1,0,3,3,0,0,3,0,0,0,3,0,0,2,2,0,2,2,1,3,1,3,0,0,3,2,2,1,0,1,3,1,0,3,3,0,2,1,1,0,0,3,1,0,0,3,1,0,0,2,0,0,1,3,1
