4.793,2.1244,0,0,0,0,2,50,0,2,0,-0.288,3.699,0.5,10.239,7,0.998,1.104,0,0,0,1.28,2,0,0,0,2.247,0,0,11.596,3.928,0,0,0,0,3.681,2.313,0,8.7,1,0,1
4.77,3.1445,0,0,0,0,2,43.8,0,3,0,-0.986,3.261,1.185,9.882,6,1.04,1.117,0,0,0,1.207,1,0,0,0,2.236,0.015,0,10.231,1.74,0,1,0,2,3.712,3.2,0,8.3,0,0,1
5.313,3.4571,1,0,0,0,2,35.3,0,4,0,0,3.509,1.16,10.388,8,1.061,1.118,0,0,0,1.219,1,0,0,0,2.311,-0.008,0,20.836,1.833,0,2,0,2,4.735,3.477,0,9.513,0,0,1
4.77,2.5385,0,0,0,0,0,38.5,3,0,0,3.12,3.131,1.185,9.882,0,0.964,1.128,0,0,0,1.274,1,0,0,0,2.236,0.012,0,0,1.74,0,0,0,0,3.521,1.767,0,7.934,0,0,1
4.414,2.18,0,0,0,0,0,31.6,0,1,0,0,2.755,0.802,9.183,2,0.98,1.142,0,0,0,1.149,1,0,0,0,2.101,-0.066,0,0,0.975,0,0,0,1,3.159,2.119,0,7.119,0,0,1
4.821,2.5866,0,0,0,0,0,33.3,2,2,0,-0.135,3.232,1.455,9.928,4,0.99,1.139,0,0,0,1.189,1,0,0,0,2.249,-0.007,0,10.635,2.209,1,0,0,0,3.434,2.258,0,7.93,0,0,1
5.331,2.1747,1,0,0,0,3,47.4,0,4,0,0,4.133,0.393,10.867,15,1.009,1.102,0,0,0,1.3,3,0,0,0,2.37,0,0,13.055,2.694,0,3,0,0,4.44,2.318,0,9.576,0,0,1
4.607,3.0422,0,0,0,0,2,47.1,1,1,0,0,3.127,1.187,9.631,2,0.992,1.11,0,0,0,1.299,1,0,0,0,2.194,-0.025,0,10.118,1.544,0,0,0,0,3.651,2.481,0,8.116,0,0,1
5.814,2.4937,0,0,0,2,0,37,3,1,0,0.513,3.256,0.845,10.926,4,0.978,1.131,0,0,0,1.254,3,0,0,0,2.62,0.003,0,11.573,0.811,1,0,0,0,3.756,2.091,0,8.196,0,0,1
5.637,2.2966,0,0,0,1,0,38.5,3,0,0,1.646,3.144,0.853,10.63,0,0.964,1.128,0,0,0,1.267,3,0,0,0,2.554,-0.006,0,0,0.986,2,0,0,0,3.676,1.658,0,8.065,0,0,1
5.814,2.4328,0,0,0,2,0,34.5,3,1,0,0,3.227,0.845,10.926,4,0.975,1.136,0,0,0,1.223,3,0,0,0,2.62,0.003,0,0,0.811,1,0,0,1,3.693,1.97,0,8.05,0,0,1
4.732,2.9426,0,0,0,0,0,40,0,2,0,0.417,2.767,0.959,9.464,1,1.042,1.125,0,0,0,1.208,1,0,0,0,2.236,0.145,0,9.827,1.138,0,0,0,0,3.603,3.056,0,7.829,0,0,1
4.923,2.7291,0,0,0,0,2,50,0,2,0,-0.199,3.266,0.664,10.037,5,1.019,1.104,0,0,0,1.266,3,0,0,0,2.376,-0.008,0,10.843,1.057,0,0,0,0,3.783,2.5,0,8.33,1,0,1
