2,0,20,28,40,3,4,6,1,4,1,3,1,1,2,1,1,20,58,0,44,3,1
1,0,18,25,1,4,3,6,1,4,1,1,1,0,18,4,2,9,32,0,44,1,1
2,0,21,11,40,0,4,3,0,3,1,4,3,1,17,1,2,35,66,0,35,3,1
2,0,31,54,40,1,4,3,0,5,1,4,1,1,5,1,2,53,84,3,28,1,1
2,0,40,0,40,2,4,5,0,0,1,3,3,3,2,0,0,46,41,3,11,3,1
1,0,24,28,7,2,3,4,1,1,3,4,3,3,24,2,5,28,50,1,44,3,0
1,0,26,28,20,3,3,6,1,4,3,3,3,2,24,0,1,19,42,0,44,3,1
1,0,18,28,7,2,4,5,1,1,1,4,3,2,9,0,5,27,69,1,44,3,0
1,0,24,31,7,3,3,4,1,4,3,4,1,3,24,4,3,12,33,1,34,3,0
2,0,16,35,11,3,0,6,0,0,1,3,3,1,2,0,1,30,62,0,44,2,1
1,0,18,24,20,2,3,4,1,4,3,2,0,2,24,0,0,54,84,0,44,3,0
1,0,40,54,1,3,3,1,1,3,2,4,2,3,24,4,3,22,52,2,44,3,0
2,0,40,54,40,0,0,0,2,5,0,0,1,3,24,0,1,11,25,2,2,3,1
2,0,21,24,11,0,0,0,1,0,0,0,0,2,24,0,0,18,71,0,44,1,1
1,0,33,35,0,2,0,0,0,4,3,4,3,3,24,2,0,15,23,1,44,3,0
2,0,18,38,7,3,4,6,1,2,3,2,1,3,24,2,0,24,11,3,11,2,1
2,0,25,43,40,3,3,2,0,4,3,4,3,0,24,1,2,28,66,0,44,3,1
2,0,32,6,23,0,0,2,1,0,3,1,1,2,24,1,0,34,41,1,11,2,0
2,0,21,23,6,3,3,4,1,4,2,2,0,2,24,3,4,21,17,1,44,3,0
1,0,40,25,11,3,3,4,1,4,3,2,3,3,24,0,4,54,30,0,44,3,0
2,0,22,1,20,3,3,6,1,3,1,4,3,1,18,0,2,33,71,0,44,3,1
2,0,40,37,11,0,0,0,0,2,0,3,2,3,24,0,1,54,84,0,44,2,1
1,0,13,25,7,3,3,6,1,0,2,2,0,2,24,4,0,11,49,0,44,3,0
