1,21.25,1.5,2,9,4,1.5,0,0,0.0,0,2,150.0,9.0,1
0,56.5,16.0,2,5,1,0.0,1,1,15.0,0,2,0.0,248.0,1
1,20.5,10.0,1,8,4,2.5,1,0,0.0,0,1,40.0,1.0,1
0,22.58,10.75,2,11,4,0.415,1,1,5.0,1,2,0.0,561.0,1
1,24.83,2.75,2,8,4,2.25,1,1,6.0,0,2,184.0,601.0,1
1,31.67,0.83,2,14,4,1.335,1,1,8.0,1,2,303.0,3291.0,1
1,32.67,5.5,2,11,8,5.5,1,1,12.0,1,2,408.0,1001.0,1
1,23.58,0.835,2,3,8,0.085,0,0,0.0,1,2,220.0,6.0,0
1,24.75,0.54,2,7,4,1.0,0,0,0.0,1,2,120.0,2.0,0
0,19.58,0.665,2,9,4,1.665,0,0,0.0,0,2,220.0,6.0,0
1,21.33,10.5,2,8,4,3.0,1,0,0.0,1,2,0.0,1.0,1
1,34.58,0.0,2,8,4,0.0,0,0,0.0,0,3,184.0,1.0,0
0,24.08,0.5,2,11,8,1.25,1,1,1.0,0,2,0.0,679.0,1
0,28.58,3.54,2,3,5,0.5,1,0,0.0,1,2,171.0,1.0,0
1,27.42,12.5,2,6,5,0.25,0,0,0.0,1,2,720.0,1.0,0
1,19.67,0.375,2,11,4,2.0,1,1,2.0,1,2,80.0,1.0,1
1,42.5,4.915,1,9,4,3.165,1,0,0.0,1,2,52.0,1443.0,1
1,27.83,1.54,2,9,4,3.75,1,1,5.0,1,2,100.0,4.0,1
0,28.08,15.0,1,10,9,0.0,1,0,0.0,0,2,0.0,13213.0,1
1,23.92,1.5,2,2,8,1.875,1,1,6.0,0,2,200.0,328.0,1
1,32.75,1.5,2,13,8,5.5,1,1,3.0,1,2,0.0,1.0,1
1,30.67,2.5,2,13,8,2.25,0,0,0.0,1,1,340.0,1.0,0
1,18.33,1.21,1,10,2,0.0,0,0,0.0,0,2,100.0,1.0,0
0,25.0,0.875,2,14,8,1.04,1,0,0.0,1,2,160.0,5861.0,1
1,20.17,8.17,2,6,4,1.96,1,1,14.0,0,2,60.0,159.0,1
0,44.17,6.665,2,11,4,7.375,1,1,3.0,1,2,0.0,1.0,1
1,35.25,16.5,1,8,4,4.0,1,0,0.0,0,2,80.0,1.0,0
1,31.57,0.375,2,2,4,0.875,1,0,0.0,1,1,928.0,1.0,0
1,47.17,5.835,2,9,4,5.5,0,0,0.0,0,2,465.0,151.0,0
1,22.75,11.0,2,11,4,2.5,1,1,7.0,1,2,100.0,810.0,1
1,43.25,3.0,2,11,8,6.0,1,1,11.0,0,2,80.0,1.0,1
1,26.33,13.0,2,10,2,0.0,0,0,0.0,1,2,140.0,1111.0,0
0,36.58,0.29,2,1,1,0.0,0,1,10.0,0,2,200.0,19.0,0
1,34.75,2.5,2,13,5,0.5,0,0,0.0,0,2,348.0,1.0,0
0,52.5,7.0,2,6,8,3.0,0,0,0.0,0,2,0.0,1.0,0
0,20.67,1.835,2,11,4,2.085,1,1,5.0,0,2,220.0,2504.0,1
1,42.0,0.205,2,3,8,5.125,1,0,0.0,0,2,400.0,1.0,1
1,18.83,3.54,1,1,1,0.0,0,0,0.0,1,2,180.0,2.0,0
1,18.25,0.165,2,2,4,0.25,0,0,0.0,1,1,280.0,1.0,0
1,31.08,1.5,1,9,4,0.04,0,0,0.0,0,1,160.0,1.0,0
0,19.17,5.415,2,3,8,0.29,0,0,0.0,0,2,80.0,485.0,0
0,49.83,13.585,2,4,8,8.5,1,0,0.0,1,2,0.0,1.0,1
1,35.17,25.125,2,14,8,1.625,1,1,1.0,1,2,515.0,501.0,1
1,48.58,6.5,2,11,8,6.0,1,0,0.0,1,2,350.0,1.0,1
0,18.25,10.0,2,9,4,1.0,0,1,1.0,0,2,120.0,2.0,0
1,37.33,6.5,2,7,8,4.25,1,1,12.0,1,2,93.0,1.0,1
