1,1,1,36100,608,8,17,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,18820,396,-45,-28,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,58460,540,73,1,0,2,1,1,0,0,0,0,0,3900,3000,1
1,0,1,19890,236,-40,-55,0,1,0,1,0,0,0,0,0,8000,8000,1
1,0,1,20550,381,-37,-26,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,26210,619,-20,20,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,7290,185,-20,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,58850,679,113,-20,0,3,3,0,0,0,0,0,0,1300,800,1
0,1,1,59840,696,124,7,0,2,1,1,0,0,0,0,0,6300,6000,1
0,1,1,66030,812,112,52,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,21220,540,-26,-14,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,20760,324,41,6,0,1,1,0,0,0,0,0,0,400,400,1
1,0,1,27320,453,17,-4,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,48560,726,105,58,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,45330,648,72,40,1,2,2,0,0,0,0,0,0,900,600,1
0,0,1,32810,524,-3,-2,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,10690,297,-14,19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8460,223,-32,-11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6530,266,-48,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9010,255,-28,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4720,186,-62,-26,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10250,177,-18,-29,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9890,210,-21,-16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11330,246,-9,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4140,186,-67,-26,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9700,216,-22,-14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6860,282,-45,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5470,237,-56,-5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4620,175,-63,-30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3120,190,-75,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4160,189,-67,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5280,178,-29,-16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5310,287,-58,15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7060,241,-44,-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8810,262,-27,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8170,274,-32,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7080,260,-41,5,0,0,0,0,0,0,0,0,0,0,0,0
