78,43,70,147,65,8,147,46,19,145,169,319,168,77,1,12,181,186,bus
105,50,93,173,54,4,222,30,25,159,254,735,206,83,4,12,186,184,bus
94,45,89,213,71,5,186,35,22,145,204,533,182,71,4,13,195,198,bus
86,42,64,122,54,6,148,46,19,143,170,319,171,87,1,3,179,182,bus
83,46,71,156,70,6,151,44,19,147,174,338,198,80,3,11,181,186,bus
85,43,66,130,57,6,151,45,19,143,173,333,168,86,4,9,180,183,bus
106,54,105,164,48,5,247,27,27,165,269,891,243,84,12,1,181,182,bus
94,45,72,179,69,6,156,41,19,144,181,373,191,69,5,5,193,198,bus
94,43,82,136,54,10,155,43,19,149,176,359,161,74,1,6,186,197,van
88,36,53,113,57,3,118,57,17,128,137,204,136,88,7,14,180,183,van
86,36,66,128,57,8,131,52,18,127,148,252,139,76,5,27,183,187,opel
97,46,94,209,67,10,195,34,22,147,224,573,194,70,0,14,188,197,opel
93,35,78,162,60,8,150,45,19,125,172,331,137,67,2,33,191,198,opel
95,46,92,159,63,11,160,42,20,157,176,372,171,70,7,21,189,200,van
101,55,105,182,59,10,215,31,24,177,221,678,223,74,12,26,186,195,opel
86,43,70,126,56,6,148,46,19,145,166,317,171,86,6,9,179,182,bus
88,38,77,156,56,7,163,41,20,129,184,395,140,67,1,9,192,198,opel
103,54,107,189,56,11,223,30,25,174,225,729,200,70,0,29,187,201,opel
89,38,74,138,59,7,136,49,18,133,167,278,128,72,7,7,189,193,van
76,38,58,125,58,5,133,51,18,127,152,259,145,87,0,21,177,184,opel
92,42,75,172,60,8,147,45,19,142,174,322,160,62,22,10,206,211,opel
88,39,76,155,62,8,137,48,18,137,156,281,124,63,3,6,201,209,van
93,40,73,139,58,6,136,49,18,138,166,275,137,73,0,0,187,188,van
90,43,81,231,97,46,150,45,19,149,200,332,164,91,5,9,186,196,van
105,52,107,207,60,11,218,31,24,167,221,701,197,66,0,20,191,203,opel
109,49,103,186,57,11,206,32,23,156,212,630,186,65,12,21,192,201,opel
95,47,73,195,70,7,167,38,20,152,184,430,185,69,9,19,200,206,bus
86,43,61,119,53,8,150,46,19,144,169,326,172,85,8,8,179,182,bus
107,55,103,167,49,7,252,27,28,172,269,904,239,83,5,30,179,186,bus
89,41,63,134,59,6,123,55,17,137,148,223,150,76,12,3,186,188,van
90,39,57,114,48,7,135,51,18,139,155,261,151,85,12,8,183,182,van
98,44,88,176,67,10,158,43,20,149,173,367,154,66,14,9,194,202,van
86,40,66,139,59,7,122,54,17,139,145,225,143,63,7,11,202,208,van
101,49,103,212,67,10,201,33,23,156,215,601,174,69,4,11,189,196,opel
109,55,96,191,57,6,241,28,26,170,267,857,242,85,8,9,184,184,bus
92,45,74,187,74,7,157,41,19,143,179,375,183,70,8,6,195,201,bus
88,34,58,140,59,6,127,52,18,130,148,243,113,63,4,10,199,206,van
88,43,70,177,74,19,152,44,19,143,180,342,168,76,1,9,186,189,bus
88,44,84,135,55,12,155,44,20,158,176,351,164,75,7,11,183,195,van
92,40,66,111,48,7,139,50,19,140,159,277,148,85,12,19,182,183,van
88,44,70,151,61,8,143,46,18,143,163,311,173,68,7,8,196,203,bus
94,39,75,184,72,8,155,42,19,133,175,365,145,70,4,5,192,200,bus
86,38,58,119,56,4,118,57,17,129,140,208,152,78,9,2,184,186,van
79,39,72,127,53,9,142,48,19,135,165,295,144,77,7,21,181,189,opel
90,39,89,181,62,8,175,38,21,132,200,458,154,70,11,15,189,195,saab
86,45,66,126,57,8,148,46,19,145,170,321,186,86,0,7,179,182,bus
113,48,98,208,62,9,203,33,23,151,216,613,183,64,17,29,193,204,saab
87,49,86,190,64,9,177,37,21,153,197,471,209,67,11,7,192,199,opel
108,56,102,246,75,6,239,28,26,167,264,855,228,82,9,13,186,185,bus
86,40,66,138,59,4,137,49,18,133,162,279,151,74,6,14,186,190,saab
85,43,66,121,54,7,150,46,19,147,169,324,175,87,0,5,179,182,bus
