 24, 95,  3, 55, 28, 15, 74,  0,100, 35, 84, 80, 41,100,  0, 78,0
 34, 84,  9, 64,  0, 25, 41,  0, 88, 27,100, 67, 68,100, 12, 85,0
 13,100,  0, 43, 25,  0, 67,  0,100, 34, 95, 87, 55,100, 15, 92,0
  0, 63,  7, 30, 36,  0, 73, 10,100, 49, 86, 93, 49,100, 18, 71,0
  0, 85, 22,100, 50, 88, 43, 52, 20, 21, 27,  2, 65,  0,100,  2,2
 19, 76, 34,100, 41, 66, 27, 32,  0,  7, 25,  3, 63,  0,100,  6,2
  0, 82, 24,100, 53, 87, 57, 59, 47, 33, 32,  7, 62,  0,100,  1,2
 50, 84, 85,100,100, 64, 73, 27, 32,  0,  0, 18, 45, 31, 81,  0,2
 25, 93,  0, 55, 22,  0, 76,  5,100, 59, 61,100, 15, 67, 11,  7,0
 43, 91,  9, 59,  0, 14, 43,  0, 85, 22,100, 67, 68,100, 21, 97,0
 23, 79, 59,100, 62, 60, 36, 21,  0,  0, 19, 30, 60, 25,100, 16,2
 55, 98, 85,100, 90, 70, 62, 43, 27, 20,  0,  1, 50,  5,100,  0,2
 93, 67, 83,100, 35, 88, 71, 85,100, 93, 72, 59, 39, 28,  0,  0,9
 49,100,  8, 93,  0, 60, 45, 82, 61, 57,100, 28, 73,  0,  8,  2,9
 21, 85, 92,100,100, 99, 71, 79, 46, 59, 21, 39,  0, 19,  4,  0,1
 91, 79, 44, 68,  0, 74, 24,100, 69, 91, 83, 61, 89, 30,100,  0,9
 20, 73, 39,100, 55, 69, 32, 31,  0,  4, 22,  0, 61,  1,100,  2,2
 93, 77, 51,100,  3, 77,  0, 32, 39,  0, 90, 20,100, 63, 54, 84,0
  0, 39, 39, 59, 80, 82,100,100, 74, 76, 52, 51, 37, 25, 33,  0,1
  0, 80, 35, 84, 84,100,100, 89, 82, 67, 63, 44, 41, 22, 22,  0,1
 39, 75, 46,100, 95, 83, 80, 41, 41,  6,  0,  6, 50, 28,100,  0,2
  0, 63, 29, 83, 67,100,100, 97, 84, 72, 61, 48, 40, 23, 19,  0,1
 68, 90, 62, 80,100, 34, 54,  0,  0, 21, 55, 58, 97,100, 29, 96,8
 68,100, 23, 78,  2, 51,  0, 24, 32,  0,100,  8, 85, 30, 15, 24,6
 26, 67,  0, 38, 29,  0, 81, 20,100, 66, 64,100, 17, 74, 26, 28,0
  0, 52, 52, 75, 87,100, 65, 84, 63, 58, 72, 32, 98,  7,100,  0,1
100,100, 46, 88, 23, 59, 12, 30, 28,  0, 96,  6, 77, 31,  0, 25,6
 99, 81, 62,100, 27, 81, 68, 59,100, 63, 91, 21, 50,  0,  0,  7,9
  0, 74, 29,100, 37, 94, 30, 62, 23, 30, 12,  0, 47, 10,100, 12,1
  0, 59, 55, 87,100,100, 88, 56, 89, 12, 32,  3,  5,  2, 88,  0,1
  5, 87,  5, 30, 41,  0, 83,  9,100, 58, 70,100, 29, 95,  0, 51,0
  8, 87,  0, 41, 21,  0, 70, 16,100, 55, 97,100, 45, 97,  9, 63,0
100,100,  6, 98,  0, 81,  0, 65,  6, 48,  6, 32, 12, 16, 44,  0,1
