148,9,2,4,12,0,1,15,10,0,0,0,2,41,0,0,15,0,0,3,4,8,0,0,0,1,0,0,0,10,2,4,1,1,0,0,0,0,0,4,6,0,0,12,6,0,2,0,1,0,6,0,10,0,1,1,1,1,10,objective
521,19,4,37,51,0,4,42,35,1,2,0,2,115,2,0,39,0,0,12,3,19,0,0,2,3,16,0,4,38,17,7,3,9,0,2,0,4,0,7,9,0,0,32,25,0,1,0,2,0,10,3,38,4,9,3,0,1,15,objective
2981,146,47,43,225,4,61,303,138,14,7,0,51,439,7,0,155,2,11,175,66,168,4,0,19,0,88,1,25,197,77,47,38,58,5,17,0,33,0,104,0,5,0,121,193,2,3,0,15,15,127,25,197,25,58,38,1,1,35,objective
157,5,0,22,5,0,0,15,12,0,0,0,1,33,2,0,11,0,0,3,3,2,0,0,2,1,4,0,0,13,4,0,1,3,0,1,0,0,0,3,3,0,0,9,10,0,0,0,0,0,6,0,13,0,3,1,1,1,13,objective
392,18,1,9,41,1,16,48,22,2,1,0,1,105,7,0,25,0,0,3,4,8,0,0,1,2,9,0,1,20,9,12,3,7,2,2,0,0,0,12,6,0,0,16,14,0,0,0,0,0,3,3,20,1,7,3,1,1,21,objective
333,27,4,10,27,1,11,38,24,0,4,0,10,79,1,0,9,0,0,10,6,10,0,0,1,0,14,0,0,2,6,4,8,6,1,2,0,2,0,6,2,0,0,15,12,0,0,0,3,0,6,4,2,0,6,8,1,1,25,objective
230,12,2,3,22,1,5,22,6,1,0,0,3,50,0,0,4,0,2,17,2,5,0,0,0,1,6,0,1,16,1,8,3,9,0,3,0,1,0,6,4,0,0,14,6,0,4,0,4,1,7,1,16,1,9,3,1,1,28,objective
115,5,4,0,9,0,2,14,5,0,0,0,0,42,2,0,5,0,0,1,2,2,0,0,1,0,5,0,1,5,4,2,0,2,0,1,0,1,0,0,1,0,0,4,5,0,1,0,0,0,3,0,5,1,2,0,1,1,19,objective
1200,61,17,26,109,0,23,114,66,2,3,0,7,251,0,0,54,1,9,64,21,39,2,0,9,0,35,0,3,54,28,19,24,39,6,7,0,10,0,36,0,1,0,49,52,0,3,0,18,3,49,7,54,3,39,24,1,1,37,objective
237,9,1,6,18,0,0,30,14,0,0,0,2,71,1,0,11,0,0,6,2,5,0,0,0,0,12,0,0,10,5,10,5,5,0,1,0,1,0,4,2,0,0,12,5,0,1,0,0,0,5,0,10,0,5,5,1,1,16,objective
