2,0,27,45,22,2,4,6,1,3,3,1,3,0,19,2,4,32,32,3,44,1,1
2,0,8,38,7,3,4,1,1,5,3,1,1,2,24,4,1,11,36,2,44,1,1
1,0,10,41,11,2,2,5,0,5,3,1,2,3,24,1,2,22,84,3,22,2,1
2,0,13,41,15,1,4,5,1,5,1,1,3,3,24,2,1,39,35,0,44,1,1
2,0,4,0,11,2,4,6,1,4,3,1,2,3,24,1,2,28,27,3,23,3,1
1,0,23,32,7,0,3,1,0,4,1,2,3,0,15,0,5,20,30,0,44,3,0
1,0,14,28,19,0,0,4,1,0,3,0,0,2,24,0,0,22,30,1,34,3,0
2,0,15,25,14,0,1,6,0,2,1,3,1,3,24,2,1,23,57,3,11,3,1
2,0,8,34,11,2,3,5,0,5,1,1,1,3,24,0,0,11,38,3,11,2,0
1,0,18,24,1,2,0,6,1,1,0,2,0,2,24,0,5,13,16,0,44,3,0
2,0,40,35,20,2,0,4,1,0,1,0,2,0,24,0,1,20,59,0,44,3,1
1,0,22,45,28,2,2,1,1,4,4,2,3,0,24,4,4,32,36,0,44,3,0
1,0,16,28,1,4,3,1,1,4,0,2,3,2,24,3,0,26,50,1,44,3,0
0,0,18,37,20,0,3,5,0,3,0,0,0,2,24,0,1,54,84,0,44,0,1
1,0,17,26,19,2,4,6,0,3,3,2,3,3,24,2,0,9,15,3,44,3,1
1,0,28,47,1,2,3,2,1,3,1,4,1,0,19,0,2,40,17,2,13,1,1
1,0,20,35,11,2,3,6,0,4,3,4,2,1,24,1,2,31,52,2,5,3,0
2,0,40,13,40,0,0,5,0,2,1,3,1,3,24,0,1,5,46,0,44,1,0
2,0,17,6,28,2,4,6,1,2,1,3,3,0,21,1,1,30,33,3,8,1,1
1,0,18,41,19,3,3,6,1,4,0,4,3,3,24,2,1,15,35,2,11,3,0
1,1,18,51,14,3,3,1,1,1,3,4,2,2,20,0,0,13,28,1,3,3,0
2,0,21,38,15,4,4,4,1,3,1,1,2,0,23,1,1,13,27,0,44,3,1
1,0,13,28,11,2,3,4,1,3,2,0,1,3,24,2,5,21,27,1,17,3,0
2,0,13,49,7,4,4,6,1,5,3,1,0,2,24,0,0,11,31,1,44,1,1
1,1,40,15,28,1,1,5,0,2,1,3,0,2,24,0,0,54,84,0,44,1,1
2,0,35,0,15,0,0,3,0,5,1,1,1,2,24,1,1,43,62,0,44,2,1
2,0,21,45,40,2,4,5,0,2,1,1,3,3,24,1,2,23,52,2,31,3,1
1,0,13,23,16,2,3,6,1,4,4,1,3,3,24,0,1,8,31,1,3,3,1
2,0,22,47,15,2,3,2,0,5,3,1,3,1,18,1,2,25,52,3,44,1,1
2,0,19,47,22,1,0,5,0,2,3,2,1,1,9,0,2,39,35,0,37,1,1
1,0,25,31,40,3,3,4,1,1,3,2,0,2,24,4,3,17,61,0,44,3,0
1,0,19,25,20,4,3,6,1,4,3,2,0,2,24,4,3,11,35,0,44,3,0
1,0,22,31,7,4,3,6,1,1,3,4,3,3,24,2,1,19,40,1,2,3,0
2,0,20,35,40,3,0,6,1,3,2,2,1,3,24,1,2,21,29,2,26,3,1
1,0,15,23,6,3,3,4,2,4,4,2,1,3,24,2,3,12,4,0,44,3,0
2,0,29,35,0,0,3,4,2,3,3,0,0,2,24,1,2,54,84,0,44,3,1
1,0,16,28,5,3,3,4,1,0,2,2,3,3,24,1,3,21,52,0,44,3,0
2,0,28,6,40,1,4,2,0,3,1,1,3,1,22,0,0,43,68,3,31,3,0
2,0,20,43,40,4,4,1,1,2,3,1,1,0,16,4,1,11,32,2,1,3,1
1,0,21,49,40,0,0,3,2,0,0,0,0,2,24,0,0,54,84,0,44,1,0
2,0,18,45,15,2,4,6,1,0,0,0,0,2,16,0,0,26,69,0,28,3,1
2,0,40,54,40,2,3,4,1,3,3,1,1,1,16,1,2,54,84,2,44,1,1
2,0,14,23,40,3,3,4,1,1,2,2,0,2,24,4,4,54,84,2,12,3,1
1,0,13,25,40,3,3,4,1,4,3,4,0,2,24,0,0,23,16,2,5,3,0
1,0,20,24,5,3,3,6,1,1,3,2,0,2,24,4,0,11,37,1,2,3,0
1,0,18,34,22,2,4,6,2,0,2,2,3,3,24,1,0,25,57,2,2,3,0
1,0,21,26,7,2,4,1,0,3,1,2,3,2,24,1,0,54,84,0,44,3,0
2,0,40,28,39,3,3,6,1,0,1,2,3,3,24,4,2,20,66,1,44,3,1
2,0,15,33,14,4,3,1,1,3,3,1,0,1,9,1,1,54,84,0,44,3,1
1,0,1,0,7,1,4,3,0,3,1,1,1,3,24,1,1,52,15,2,15,2,1
2,0,9,35,7,4,0,5,1,4,0,1,0,0,9,2,2,42,71,2,44,3,1
1,0,9,5,20,2,0,6,0,3,4,2,0,2,24,0,3,8,84,3,39,3,0
2,0,19,41,15,2,4,6,1,5,1,1,3,3,24,2,1,13,23,3,2,3,1
2,0,8,25,1,2,3,4,0,1,2,2,0,2,24,1,5,18,34,3,43,3,1
2,0,24,28,7,2,3,4,1,5,3,2,0,2,24,2,0,13,62,0,44,3,1
2,0,40,46,32,2,3,5,1,3,3,1,0,1,24,1,2,31,42,3,11,2,1
2,1,20,44,28,1,1,3,2,4,3,1,0,2,24,4,0,37,16,3,20,1,1
1,0,16,35,5,3,3,6,1,3,3,4,1,0,24,2,0,19,60,0,44,2,0
2,0,25,20,15,4,0,6,1,3,3,0,0,2,24,0,0,9,46,0,11,2,1
2,0,40,21,1,3,3,4,1,1,4,2,1,3,24,4,1,22,84,0,44,3,1
1,0,21,25,28,0,0,4,1,0,0,0,0,2,24,0,0,38,5,0,44,3,1
1,0,12,32,6,2,0,4,1,4,1,1,3,0,24,1,1,5,48,2,44,3,1
2,0,40,54,40,1,4,0,0,3,1,2,0,2,24,0,0,32,63,3,11,3,1
2,0,5,28,5,2,3,6,1,5,2,2,1,3,24,0,0,3,23,0,44,2,1
2,0,23,50,40,3,3,6,1,4,3,1,3,1,2,1,1,25,65,0,44,3,1
2,0,40,42,1,3,3,5,1,2,3,1,0,1,14,0,0,36,71,1,44,3,1
1,0,20,24,40,2,3,4,1,1,2,4,3,3,24,2,5,11,17,2,44,3,0
2,1,20,44,28,1,1,3,2,4,3,1,0,2,24,4,0,37,16,3,20,1,1
1,0,24,35,15,3,3,6,1,5,4,4,1,3,24,0,0,18,27,1,44,3,1
1,0,16,24,20,3,3,4,1,1,3,2,0,2,24,2,3,12,29,0,44,3,0
2,0,18,35,1,3,3,1,1,3,2,2,1,3,24,4,2,22,42,3,11,2,1
1,0,18,24,1,2,0,6,1,1,2,2,0,2,24,0,4,13,16,0,44,3,0
1,0,14,49,19,2,3,4,1,4,3,4,1,1,1,0,0,22,27,0,44,1,1
